species_code,scientific_name,recording_id,safe_id,focal_channel,channel_scores,species_score,birdnet_conf,bout_snr,bout_ndsi,bout_quality,rank_score,bout_idx,bout_onset,bout_offset,bout_duration,n_notes,total_note_dur,silence_ratio,notes_json,method
cintit13,Parus cinereus,xc:756636,xc_756636,0,"[0.986161, 0.0, 0.0, 0.0]",0.9862,0.9862,23.38,0.9999,0.9822,0.968641,4,7.31,12.05,4.74,8,3.51,0.2595,"[[7.31, 7.61], [7.67, 7.71], [7.94, 8.0], [8.14, 10.96], [11.31, 11.39], [11.54, 11.6], [11.69, 11.79], [12.0, 12.05]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:319792,xc_319792,0,"[0.992695, 0.0, 0.0, 0.0]",0.9927,0.9927,22.06,0.9981,0.973,0.965878,4,9.38,11.69,2.31,5,1.29,0.4416,"[[9.38, 10.17], [10.54, 10.61], [10.78, 10.91], [11.15, 11.41], [11.65, 11.69]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:472858,xc_472858,0,"[0.995422, 0.00971, 0.0, 0.006658]",0.9954,0.9954,20.53,1.0,0.9592,0.954832,0,0.63,3.2,2.57,4,2.02,0.214,"[[0.63, 0.66], [0.78, 0.87], [1.21, 1.26], [1.35, 3.2]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:37771,xc_37771,0,"[0.963081, 0.00986, 0.0, 0.0]",0.9631,0.9631,24.17,0.9998,0.9858,0.949461,0,0.32,3.97,3.65,4,3.38,0.074,"[[0.32, 0.35], [0.4, 1.31], [1.39, 1.43], [1.57, 3.97]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:1030712,xc_1030712,0,"[0.975415, 0.611047, 0.0, 0.0]",0.9754,0.9754,21.79,0.9999,0.9717,0.947767,8,24.86,28.66,3.8,6,3.4,0.1053,"[[24.86, 24.99], [25.05, 25.27], [25.34, 27.79], [27.89, 28.2], [28.31, 28.41], [28.47, 28.66]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:467589,xc_467589,0,"[0.989579, 0.977817, 0.889527, 0.812218]",0.9896,0.9896,20.27,0.9995,0.9559,0.945989,3,7.16,8.71,1.55,2,1.23,0.2065,"[[7.16, 7.95], [8.27, 8.71]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:380371,xc_380371,0,"[0.95787, 0.90586, 0.502292, 0.396909]",0.9579,0.9579,24.45,0.9985,0.9863,0.944815,46,74.51,76.08,1.57,4,1.03,0.3439,"[[74.51, 74.92], [75.25, 75.31], [75.47, 75.97], [76.02, 76.08]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:319962,xc_319962,0,"[0.993179, 0.022928, 0.014704, 0.026877]",0.9932,0.9932,19.89,0.9998,0.951,0.944581,0,0.63,2.9,2.27,4,1.75,0.2291,"[[0.63, 0.69], [0.82, 2.02], [2.18, 2.22], [2.45, 2.9]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:380371,xc_380371,0,"[0.95787, 0.90586, 0.502292, 0.396909]",0.9579,0.9579,24.2,0.9989,0.9855,0.944014,33,55.36,58.7,3.34,7,2.31,0.3084,"[[55.36, 55.47], [55.52, 55.69], [55.9, 56.42], [56.48, 56.8], [57.14, 57.34], [57.57, 58.48], [58.62, 58.7]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:380371,xc_380371,0,"[0.95787, 0.90586, 0.502292, 0.396909]",0.9579,0.9579,23.4,0.9991,0.9819,0.940569,2,2.52,4.66,2.14,4,1.4,0.3458,"[[2.52, 3.0], [3.12, 3.42], [3.68, 4.24], [4.6, 4.66]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:467589,xc_467589,0,"[0.989579, 0.977817, 0.889527, 0.812218]",0.9896,0.9896,19.82,0.9998,0.95,0.940116,21,47.78,49.86,2.08,4,1.43,0.3125,"[[47.78, 48.58], [48.68, 49.1], [49.45, 49.53], [49.73, 49.86]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:778604,xc_778604,0,"[0.967551, 0.0, 0.0, 0.0]",0.9676,0.9676,22.1,0.9935,0.971,0.939524,36,63.17,66.93,3.76,11,2.45,0.3484,"[[63.17, 63.22], [63.28, 63.4], [63.56, 63.62], [63.73, 63.79], [63.85, 63.94], [64.12, 65.47], [65.55, 65.91], [66.16, 66.2], [66.34, 66.39], [66.44, 66.52], [66.74, 66.93]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:290920,xc_290920,1,"[0.0, 0.986061, 0.0, 0.015561]",0.9861,0.9861,20.0,0.9996,0.9523,0.939088,7,16.25,16.91,0.66,1,0.66,0.0,"[[16.25, 16.91]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:380371,xc_380371,0,"[0.95787, 0.90586, 0.502292, 0.396909]",0.9579,0.9579,22.86,0.9996,0.9791,0.9379,19,29.65,30.81,1.16,2,0.84,0.2759,"[[29.65, 29.92], [30.24, 30.81]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:1030710,xc_1030710,0,"[0.937438, 0.76252, 0.674648, 0.068404]",0.9374,0.9374,27.93,0.9999,0.9954,0.933049,8,19.8,23.49,3.69,9,2.1,0.4309,"[[19.8, 19.83], [20.08, 20.15], [20.29, 21.02], [21.14, 21.52], [21.81, 21.86], [21.97, 22.04], [22.13, 22.21], [22.61, 22.66], [22.85, 23.49]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:1030710,xc_1030710,0,"[0.937438, 0.76252, 0.674648, 0.068404]",0.9374,0.9374,26.17,0.9998,0.9921,0.930011,5,13.38,14.91,1.53,5,1.19,0.2222,"[[13.38, 14.07], [14.14, 14.26], [14.39, 14.46], [14.54, 14.8], [14.86, 14.91]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:472858,xc_472858,0,"[0.995422, 0.00971, 0.0, 0.006658]",0.9954,0.9954,18.84,1.0,0.9341,0.929755,3,7.25,9.68,2.43,2,2.23,0.0823,"[[7.25, 7.3], [7.5, 9.68]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:380371,xc_380371,0,"[0.95787, 0.90586, 0.502292, 0.396909]",0.9579,0.9579,21.28,0.9996,0.967,0.92629,21,32.36,35.06,2.7,6,1.39,0.4852,"[[32.36, 32.42], [32.71, 32.78], [33.02, 33.53], [33.66, 33.81], [34.09, 34.14], [34.51, 35.06]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:741499,xc_741499,1,"[0.0, 0.975132, 0.0, 0.178469]",0.9751,0.9751,19.6,0.9994,0.9466,0.923063,18,30.2,35.01,4.81,12,3.26,0.3222,"[[30.2, 30.94], [31.11, 31.29], [31.42, 31.7], [31.79, 32.16], [32.29, 32.43], [32.5, 32.59], [32.7, 33.29], [33.45, 33.58], [33.74, 33.83], [34.01, 34.09], [34.14, 34.63], [34.93, 35.01]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:472858,xc_472858,0,"[0.995422, 0.00971, 0.0, 0.006658]",0.9954,0.9954,18.23,1.0,0.922,0.917744,14,29.17,31.34,2.17,2,1.81,0.1659,"[[29.17, 29.3], [29.66, 31.34]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:1030710,xc_1030710,0,"[0.937438, 0.76252, 0.674648, 0.068404]",0.9374,0.9374,22.56,0.9993,0.9771,0.915915,7,17.36,18.83,1.47,2,1.12,0.2381,"[[17.36, 17.86], [18.21, 18.83]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:756636,xc_756636,0,"[0.986161, 0.0, 0.0, 0.0]",0.9862,0.9862,18.48,0.9999,0.9271,0.914324,5,12.66,16.88,4.22,3,3.58,0.1517,"[[12.66, 12.86], [13.14, 13.66], [14.02, 16.88]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:741499,xc_741499,1,"[0.0, 0.975132, 0.0, 0.178469]",0.9751,0.9751,18.85,0.9997,0.9343,0.910995,1,1.1,1.83,0.73,1,0.73,0.0,"[[1.1, 1.83]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:37771,xc_37771,0,"[0.963081, 0.00986, 0.0, 0.0]",0.9631,0.9631,19.42,0.9992,0.9437,0.908905,4,12.52,19.46,6.94,8,6.0,0.1354,"[[12.52, 13.87], [14.08, 15.8], [15.98, 16.25], [16.32, 16.8], [16.85, 18.18], [18.26, 18.66], [18.93, 19.01], [19.09, 19.46]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:778604,xc_778604,0,"[0.967551, 0.0, 0.0, 0.0]",0.9676,0.9676,19.05,0.9988,0.9374,0.907008,22,40.53,41.72,1.19,4,0.56,0.5294,"[[40.53, 40.56], [40.95, 41.01], [41.1, 41.5], [41.65, 41.72]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:37771,xc_37771,0,"[0.963081, 0.00986, 0.0, 0.0]",0.9631,0.9631,19.29,0.9978,0.9409,0.906207,8,29.35,36.6,7.25,11,5.67,0.2179,"[[29.35, 29.97], [30.11, 30.4], [30.47, 30.88], [31.22, 31.39], [31.56, 31.68], [31.73, 32.1], [32.2, 34.56], [34.7, 34.94], [35.01, 35.09], [35.29, 35.81], [36.11, 36.6]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:663232,xc_663232,0,"[0.942765, 0.0, 0.0, 0.0]",0.9428,0.9428,20.46,0.9999,0.9584,0.903607,1,1.22,4.65,3.43,7,2.9,0.1545,"[[1.22, 1.31], [1.37, 1.4], [1.47, 3.2], [3.35, 3.4], [3.52, 3.69], [3.75, 4.45], [4.52, 4.65]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:472858,xc_472858,0,"[0.995422, 0.00971, 0.0, 0.006658]",0.9954,0.9954,17.48,1.0,0.9042,0.899998,7,13.56,15.25,1.69,1,1.69,0.0,"[[13.56, 15.25]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:319962,xc_319962,0,"[0.993179, 0.022928, 0.014704, 0.026877]",0.9932,0.9932,17.52,0.9998,0.905,0.898872,5,13.99,15.86,1.87,3,1.5,0.1979,"[[13.99, 14.2], [14.28, 15.36], [15.65, 15.86]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:40062,xc_40062,0,"[0.910258, 0.248704, 0.0, 0.0]",0.9103,0.9103,23.6,0.9998,0.9833,0.895083,2,3.93,4.93,1.0,3,0.66,0.34,"[[3.93, 4.04], [4.23, 4.74], [4.89, 4.93]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:116468,xc_116468,1,"[0.005993, 0.900065, 0.021521, 0.135991]",0.9001,0.9001,24.99,0.9977,0.9879,0.889171,7,12.83,13.31,0.48,1,0.48,0.0,"[[12.83, 13.31]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:882263,xc_882263,1,"[0.0, 0.939898, 0.0, 0.0]",0.9399,0.9399,19.45,0.9999,0.9445,0.887692,4,10.25,14.98,4.73,5,4.05,0.1438,"[[10.25, 10.29], [10.4, 10.5], [10.62, 14.26], [14.48, 14.52], [14.75, 14.98]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:189580,xc_189580,0,"[0.887587, 0.699715, 0.0, 0.0]",0.8876,0.8876,31.84,1.0,0.9986,0.886334,0,0.21,1.89,1.68,2,1.47,0.125,"[[0.21, 1.32], [1.53, 1.89]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:741499,xc_741499,1,"[0.0, 0.975132, 0.0, 0.178469]",0.9751,0.9751,17.66,0.9997,0.9086,0.885994,8,15.75,16.69,0.94,2,0.71,0.2447,"[[15.75, 15.81], [16.04, 16.69]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:778604,xc_778604,0,"[0.967551, 0.0, 0.0, 0.0]",0.9676,0.9676,18.05,0.9895,0.9132,0.883639,30,55.92,56.18,0.26,2,0.11,0.5769,"[[55.92, 55.98], [56.13, 56.18]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:189580,xc_189580,0,"[0.887587, 0.699715, 0.0, 0.0]",0.8876,0.8876,27.34,1.0,0.9945,0.882739,18,47.31,49.44,2.13,3,1.63,0.2347,"[[47.31, 47.52], [47.83, 48.7], [48.89, 49.44]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:116468,xc_116468,1,"[0.005993, 0.900065, 0.021521, 0.135991]",0.9001,0.9001,22.62,0.9997,0.9777,0.879997,0,0.02,1.21,1.19,3,0.84,0.2941,"[[0.02, 0.24], [0.33, 0.38], [0.64, 1.21]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:189580,xc_189580,0,"[0.887587, 0.699715, 0.0, 0.0]",0.8876,0.8876,23.57,1.0,0.9832,0.872724,4,11.77,17.81,6.04,6,5.34,0.1159,"[[11.77, 12.56], [12.84, 16.15], [16.23, 16.37], [16.5, 16.96], [17.09, 17.26], [17.34, 17.81]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:882263,xc_882263,1,"[0.0, 0.939898, 0.0, 0.0]",0.9399,0.9399,18.47,0.9999,0.9268,0.871116,0,0.82,4.73,3.91,3,3.63,0.0716,"[[0.82, 4.24], [4.44, 4.59], [4.67, 4.73]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:467589,xc_467589,0,"[0.989579, 0.977817, 0.889527, 0.812218]",0.9896,0.9896,16.65,0.9996,0.8802,0.871048,16,36.65,37.72,1.07,2,0.96,0.1028,"[[36.65, 37.54], [37.65, 37.72]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:189580,xc_189580,0,"[0.887587, 0.699715, 0.0, 0.0]",0.8876,0.8876,22.82,1.0,0.9791,0.869018,13,35.84,39.1,3.26,4,2.86,0.1227,"[[35.84, 35.95], [36.05, 36.3], [36.52, 36.67], [36.75, 39.1]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:547900,xc_547900,0,"[0.868941, 0.151657, 0.0, 0.0]",0.8689,0.8689,41.19,0.9997,0.9998,0.868716,8,8.7,9.25,0.55,3,0.3,0.4545,"[[8.7, 8.86], [9.02, 9.1], [9.19, 9.25]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:319962,xc_319962,0,"[0.993179, 0.022928, 0.014704, 0.026877]",0.9932,0.9932,16.47,0.9999,0.8744,0.868418,6,16.71,18.21,1.5,2,1.22,0.1867,"[[16.71, 17.83], [18.11, 18.21]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:547900,xc_547900,0,"[0.868941, 0.151657, 0.0, 0.0]",0.8689,0.8689,41.49,0.9949,0.9974,0.866608,15,17.96,19.87,1.91,5,1.43,0.2513,"[[17.96, 18.0], [18.07, 18.18], [18.38, 18.64], [18.7, 18.87], [19.02, 19.87]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:547900,xc_547900,0,"[0.868941, 0.151657, 0.0, 0.0]",0.8689,0.8689,27.03,0.9985,0.9933,0.863057,5,6.59,6.74,0.15,1,0.15,0.0,"[[6.59, 6.74]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:547900,xc_547900,0,"[0.868941, 0.151657, 0.0, 0.0]",0.8689,0.8689,33.83,0.9854,0.9919,0.861864,1,1.79,3.48,1.69,5,1.28,0.2426,"[[1.79, 1.83], [1.94, 1.97], [2.04, 3.02], [3.08, 3.23], [3.4, 3.48]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:1030712,xc_1030712,0,"[0.975415, 0.611047, 0.0, 0.0]",0.9754,0.9754,16.55,0.9999,0.8771,0.855523,3,9.67,14.67,5.0,11,3.79,0.242,"[[9.67, 9.78], [10.06, 10.19], [10.37, 10.62], [10.78, 10.85], [10.91, 11.07], [11.31, 11.43], [11.49, 11.73], [11.78, 12.19], [12.25, 13.6], [13.65, 14.09], [14.16, 14.67]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:625315,xc_625315,0,"[0.964352, 0.0, 0.0, 0.0]",0.9644,0.9644,16.57,0.9998,0.8775,0.846262,1,1.8,5.26,3.46,1,3.46,0.0,"[[1.8, 5.26]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:778604,xc_778604,0,"[0.967551, 0.0, 0.0, 0.0]",0.9676,0.9676,16.44,0.9995,0.8733,0.845008,17,29.18,30.6,1.42,3,0.98,0.3099,"[[29.18, 29.21], [29.6, 30.43], [30.48, 30.6]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:547900,xc_547900,0,"[0.868941, 0.151657, 0.0, 0.0]",0.8689,0.8689,22.26,0.9937,0.9723,0.844794,10,10.6,12.14,1.54,3,1.21,0.2143,"[[10.6, 10.9], [11.1, 11.93], [12.06, 12.14]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:777400,xc_777400,0,"[0.962262, 0.0, 0.0, 0.0]",0.9623,0.9623,16.56,0.9999,0.8774,0.844325,0,0.64,4.09,3.45,1,3.45,0.0,"[[0.64, 4.09]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:319793,xc_319793,1,"[0.0, 0.935088, 0.0, 0.022285]",0.9351,0.9351,17.35,0.9995,0.9004,0.84201,0,0.36,1.64,1.28,2,1.15,0.1016,"[[0.36, 0.86], [0.99, 1.64]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:319791,xc_319791,0,"[0.861265, 0.0, 0.0, 0.0]",0.8613,0.8613,22.37,0.9993,0.9758,0.840454,9,15.08,17.53,2.45,3,2.03,0.1714,"[[15.08, 15.16], [15.37, 15.6], [15.81, 17.53]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:319962,xc_319962,0,"[0.993179, 0.022928, 0.014704, 0.026877]",0.9932,0.9932,15.59,0.9988,0.842,0.836277,9,24.99,26.78,1.79,2,1.48,0.1732,"[[24.99, 26.1], [26.41, 26.78]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:778604,xc_778604,0,"[0.967551, 0.0, 0.0, 0.0]",0.9676,0.9676,16.05,0.9988,0.8595,0.831694,4,8.46,10.25,1.79,4,0.95,0.4693,"[[8.46, 8.59], [8.75, 8.81], [9.18, 9.21], [9.52, 10.25]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:319791,xc_319791,0,"[0.861265, 0.0, 0.0, 0.0]",0.8613,0.8613,20.82,0.9997,0.9624,0.828888,7,8.9,13.0,4.1,11,2.39,0.4171,"[[8.9, 8.95], [9.14, 9.94], [10.07, 10.12], [10.19, 10.22], [10.48, 10.69], [11.02, 11.05], [11.2, 11.24], [11.33, 12.14], [12.3, 12.37], [12.56, 12.8], [12.94, 13.0]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:513451,xc_513451,0,"[0.835918, 0.0, 0.0, 0.0]",0.8359,0.8359,25.32,0.9999,0.99,0.827529,7,33.8,40.87,7.07,6,6.37,0.099,"[[33.8, 34.41], [34.46, 34.58], [34.73, 35.14], [35.19, 35.52], [35.6, 36.68], [37.05, 40.87]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:319792,xc_319792,0,"[0.992695, 0.0, 0.0, 0.0]",0.9927,0.9927,15.35,0.9989,0.8324,0.826277,5,12.36,13.71,1.35,3,0.95,0.2963,"[[12.36, 12.43], [12.53, 13.33], [13.63, 13.71]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:189580,xc_189580,0,"[0.887587, 0.699715, 0.0, 0.0]",0.8876,0.8876,18.67,1.0,0.9308,0.826208,6,21.25,23.12,1.87,2,1.82,0.0267,"[[21.25, 22.09], [22.14, 23.12]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:40062,xc_40062,0,"[0.910258, 0.248704, 0.0, 0.0]",0.9103,0.9103,17.49,1.0,0.9044,0.823241,1,2.39,2.93,0.54,1,0.54,0.0,"[[2.39, 2.93]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:513451,xc_513451,0,"[0.835918, 0.0, 0.0, 0.0]",0.8359,0.8359,22.31,0.9999,0.9757,0.815586,4,17.49,24.52,7.03,6,6.3,0.1038,"[[17.49, 18.16], [18.38, 18.91], [18.96, 19.0], [19.06, 19.1], [19.32, 20.29], [20.47, 24.52]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:319794,xc_319794,0,"[0.960891, 0.0, 0.0, 0.0]",0.9609,0.9609,15.32,0.9998,0.8314,0.798904,0,0.52,3.61,3.09,1,3.09,0.0,"[[0.52, 3.61]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:625315,xc_625315,0,"[0.964352, 0.0, 0.0, 0.0]",0.9644,0.9644,15.22,0.9998,0.827,0.797537,3,8.51,11.01,2.5,1,2.5,0.0,"[[8.51, 11.01]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:777400,xc_777400,0,"[0.962262, 0.0, 0.0, 0.0]",0.9623,0.9623,15.25,0.9999,0.8284,0.797162,3,7.35,9.86,2.51,1,2.51,0.0,"[[7.35, 9.86]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:426734,xc_426734,0,"[0.982006, 0.0, 0.0, 0.0]",0.982,0.982,14.85,1.0,0.8108,0.796232,1,6.81,9.28,2.47,1,2.47,0.0,"[[6.81, 9.28]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:1047124,xc_1047124,0,"[0.944198, 0.0, 0.0, 0.0]",0.9442,0.9442,15.6,0.9976,0.8419,0.794924,8,22.44,23.57,1.13,1,1.13,0.0,"[[22.44, 23.57]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:777400,xc_777400,0,"[0.962262, 0.0, 0.0, 0.0]",0.9623,0.9623,14.82,0.9998,0.8094,0.778917,5,12.85,16.33,3.48,1,3.48,0.0,"[[12.85, 16.33]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:625315,xc_625315,0,"[0.964352, 0.0, 0.0, 0.0]",0.9644,0.9644,14.61,0.9997,0.7995,0.771009,7,14.01,17.46,3.45,1,3.45,0.0,"[[14.01, 17.46]]",bird-mixit+tweetynet
cintit13,Parus cinereus,xc:319792,xc_319792,0,"[0.992695, 0.0, 0.0, 0.0]",0.9927,0.9927,14.1,0.9994,0.7738,0.768115,1,3.67,4.81,1.14,2,0.97,0.1491,"[[3.67, 3.76], [3.93, 4.81]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:511572,xc_511572,0,"[0.999954, 0.011097, 0.002779, 0.0]",1.0,1.0,35.63,0.9999,0.9995,0.999494,40,79.29,79.56,0.27,1,0.27,0.0,"[[79.29, 79.56]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:511572,xc_511572,0,"[0.999954, 0.011097, 0.002779, 0.0]",1.0,1.0,35.61,0.9999,0.9995,0.999484,56,101.95,102.31,0.36,1,0.36,0.0,"[[101.95, 102.31]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:511572,xc_511572,0,"[0.999954, 0.011097, 0.002779, 0.0]",1.0,1.0,34.41,0.9999,0.9993,0.999313,45,88.51,89.59,1.08,3,0.64,0.4074,"[[88.51, 88.61], [88.86, 89.1], [89.29, 89.59]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:511572,xc_511572,0,"[0.999954, 0.011097, 0.002779, 0.0]",1.0,1.0,34.21,1.0,0.9993,0.999285,66,116.07,116.57,0.5,1,0.5,0.0,"[[116.07, 116.57]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:310867,xc_310867,1,"[0.0, 0.999495, 0.105743, 0.03251]",0.9995,0.9995,33.93,0.9998,0.9991,0.99864,12,41.59,42.49,0.9,2,0.72,0.2,"[[41.59, 41.67], [41.85, 42.49]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:686539,xc_686539,0,"[0.998714, 0.0, 0.0, 0.0]",0.9987,0.9987,38.63,1.0,0.9998,0.998505,0,0.18,2.47,2.29,3,1.71,0.2533,"[[0.18, 1.15], [1.42, 1.71], [2.02, 2.47]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:511572,xc_511572,0,"[0.999954, 0.011097, 0.002779, 0.0]",1.0,1.0,31.59,0.9999,0.9984,0.998399,72,124.87,126.25,1.38,5,0.57,0.587,"[[124.87, 125.02], [125.3, 125.34], [125.42, 125.5], [125.85, 125.89], [125.99, 126.25]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:118166,xc_118166,1,"[0.0, 0.999721, 0.0, 0.0]",0.9997,0.9997,32.13,1.0,0.9987,0.998387,0,0.89,2.63,1.74,6,1.02,0.4138,"[[0.89, 0.93], [1.06, 1.12], [1.28, 1.32], [1.39, 1.52], [1.59, 1.71], [2.0, 2.63]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:686539,xc_686539,0,"[0.998714, 0.0, 0.0, 0.0]",0.9987,0.9987,35.47,1.0,0.9995,0.998214,1,2.95,8.11,5.16,6,4.3,0.1667,"[[2.95, 3.18], [3.46, 3.72], [3.92, 4.21], [4.36, 6.8], [6.85, 7.31], [7.49, 8.11]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:331886,xc_331886,1,"[0.0, 0.998436, 0.0, 0.0]",0.9984,0.9984,36.02,1.0,0.9996,0.997992,1,5.73,6.65,0.92,1,0.92,0.0,"[[5.73, 6.65]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:331886,xc_331886,1,"[0.0, 0.998436, 0.0, 0.0]",0.9984,0.9984,33.56,1.0,0.9991,0.99755,2,9.81,10.55,0.74,2,0.66,0.1081,"[[9.81, 10.16], [10.24, 10.55]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:310867,xc_310867,1,"[0.0, 0.999495, 0.105743, 0.03251]",0.9995,0.9995,30.81,1.0,0.998,0.997538,17,60.16,62.24,2.08,5,1.44,0.3077,"[[60.16, 60.34], [60.55, 60.67], [60.74, 61.75], [61.98, 62.07], [62.2, 62.24]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:686539,xc_686539,0,"[0.998714, 0.0, 0.0, 0.0]",0.9987,0.9987,32.57,0.9999,0.9988,0.997499,6,18.57,19.31,0.74,2,0.64,0.1351,"[[18.57, 18.6], [18.7, 19.31]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:686539,xc_686539,0,"[0.998714, 0.0, 0.0, 0.0]",0.9987,0.9987,32.77,0.9996,0.9987,0.997443,7,20.16,20.83,0.67,2,0.4,0.403,"[[20.16, 20.2], [20.47, 20.83]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:310867,xc_310867,1,"[0.0, 0.999495, 0.105743, 0.03251]",0.9995,0.9995,30.57,1.0,0.9979,0.997401,25,81.62,85.41,3.79,6,3.16,0.1662,"[[81.62, 82.2], [82.25, 83.52], [83.66, 83.95], [84.21, 84.53], [84.59, 85.0], [85.12, 85.41]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:795701,xc_795701,1,"[0.0, 0.998733, 0.0, 0.0]",0.9987,0.9987,31.27,1.0,0.9983,0.996985,2,5.38,6.08,0.7,2,0.5,0.2857,"[[5.38, 5.57], [5.77, 6.08]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:118166,xc_118166,1,"[0.0, 0.999721, 0.0, 0.0]",0.9997,0.9997,29.19,1.0,0.9968,0.996536,5,11.89,12.38,0.49,2,0.37,0.2449,"[[11.89, 12.21], [12.33, 12.38]]",bird-mixit+tweetynet
comkin1,Alcedo atthis,xc:310867,xc_310867,1,"[0.0, 0.999495, 0.105743, 0.03251]",0.9995,0.9995,28.83,0.9999,0.9964,0.995935,22,73.0,76.22,3.22,4,2.95,0.0839,"[[73.0, 73.04], [73.14, 74.95], [75.0, 75.96], [76.08, 76.22]]",bird-mixit+tweetynet
