species_code,recording_id,safe_id,bout_idx,bout_onset,bout_offset,n_notes,cluster_id,cluster_prob
cintit13,xc:625316,xc_625316,0,0.02,0.32,1,6,1.0
cintit13,xc:625316,xc_625316,1,1.03,1.08,1,6,1.0
cintit13,xc:1030710,xc_1030710,2,3.92,5.77,2,9,1.0
cintit13,xc:1030710,xc_1030710,3,6.08,12.36,10,9,1.0
cintit13,xc:207133,xc_207133,0,0.02,2.2,3,0,1.0
cintit13,xc:207133,xc_207133,1,2.43,9.39,13,0,1.0
cintit13,xc:531958,xc_531958,0,0.39,2.53,3,8,1.0
cintit13,xc:531958,xc_531958,1,3.81,5.32,2,8,1.0
cintit13,xc:781803,xc_781803,1,1.01,8.69,14,1,1.0
cintit13,xc:781803,xc_781803,2,8.97,9.3,2,1,1.0
cintit13,xc:319962,xc_319962,0,0.07,6.33,11,10,1.0
cintit13,xc:319962,xc_319962,1,6.97,8.15,1,10,1.0
cintit13,xc:400301,xc_400301,0,0.02,0.24,1,5,1.0
cintit13,xc:400301,xc_400301,1,0.79,1.54,1,5,1.0
comkin1,xc:288219,xc_288219,0,0.17,1.77,5,3,1.0
comkin1,xc:288219,xc_288219,1,2.18,6.16,10,3,1.0
comkin1,xc:288219,xc_288219,2,6.74,10.32,10,3,1.0
comkin1,xc:288219,xc_288219,5,14.15,21.79,10,3,1.0
comkin1,xc:288219,xc_288219,6,22.1,22.17,1,3,1.0
comkin1,xc:502269,xc_502269,0,1.16,1.24,1,5,1.0
comkin1,xc:502269,xc_502269,1,1.91,2.61,3,5,1.0
comkin1,xc:502269,xc_502269,4,4.63,4.7,1,5,1.0
comkin1,xc:502269,xc_502269,7,13.34,15.28,5,5,1.0
comkin1,xc:502269,xc_502269,3,3.84,4.16,2,5,1.0
comkin1,xc:580507,xc_580507,1,1.87,2.13,1,5,1.0
comkin1,xc:580507,xc_580507,0,0.03,0.09,1,5,1.0
comkin1,xc:466431,xc_466431,3,4.44,5.93,5,0,1.0
comkin1,xc:466431,xc_466431,4,6.42,6.75,1,0,1.0
comkin1,xc:466431,xc_466431,5,8.1,8.48,1,0,1.0
comkin1,xc:800955,xc_800955,4,15.43,15.82,2,2,1.0
comkin1,xc:462875,xc_462875,1,3.67,5.15,4,4,1.0
comkin1,xc:462875,xc_462875,2,5.71,5.81,1,4,1.0
comkin1,xc:462875,xc_462875,3,6.22,6.54,1,4,1.0
comkin1,xc:462875,xc_462875,4,6.96,7.05,1,4,1.0
comkin1,xc:462875,xc_462875,5,7.83,8.16,1,4,1.0
comkin1,xc:466431,xc_466431,0,0.06,1.07,1,0,1.0
comkin1,xc:466431,xc_466431,1,2.67,2.96,1,0,1.0
comkin1,xc:928954,xc_928954,0,0.02,4.25,5,6,1.0
comkin1,xc:928954,xc_928954,1,4.47,10.14,3,6,1.0
comkin1,xc:928954,xc_928954,2,10.53,14.71,6,6,1.0
comkin1,xc:928954,xc_928954,3,15.14,19.94,8,6,1.0
comkin1,xc:800955,xc_800955,5,16.32,20.34,5,2,1.0
comkin1,xc:800955,xc_800955,6,21.24,21.45,1,2,1.0
comkin1,xc:800955,xc_800955,7,21.89,22.38,2,2,1.0
comkin1,xc:800955,xc_800955,8,24.43,26.97,3,2,1.0
comkin1,xc:929192,xc_929192,0,0.02,1.32,2,1,1.0
comkin1,xc:929192,xc_929192,1,2.38,3.04,2,1,1.0
comkin1,xc:929192,xc_929192,2,4.29,4.32,1,1,1.0
comkin1,xc:929192,xc_929192,3,4.9,5.72,2,1,1.0
compoc,xc:609398,xc_609398,20,146.83,154.83,1,4,1.0
compoc,xc:609398,xc_609398,21,154.83,162.83,1,4,1.0
compoc,xc:609398,xc_609398,22,162.83,170.83,1,4,1.0
compoc,xc:609398,xc_609398,23,170.83,178.83,1,4,1.0
compoc,xc:609398,xc_609398,24,178.83,186.83,1,4,1.0
compoc,xc:299728,xc_299728,5,21.06,28.89,18,3,1.0
compoc,xc:299728,xc_299728,8,31.15,31.63,3,3,1.0
compoc,xc:989599,xc_989599,0,0.38,0.77,1,5,1.0
compoc,xc:270396,xc_270396,6,21.57,25.55,1,5,1.0
compoc,xc:270396,xc_270396,4,12.06,20.06,1,5,1.0
compoc,xc:270396,xc_270396,5,20.06,21.5,1,5,1.0
compoc,xc:270396,xc_270396,3,10.71,11.89,1,5,1.0
compoc,xc:270396,xc_270396,2,10.52,10.64,1,5,1.0
compoc,xc:797798,xc_797798,4,12.9,19.76,13,0,1.0
compoc,xc:769844,xc_769844,3,9.38,10.89,5,1,1.0
compoc,xc:769844,xc_769844,4,11.49,11.54,1,1,1.0
compoc,xc:769844,xc_769844,5,11.77,11.81,1,1,1.0
compoc,xc:769844,xc_769844,6,12.01,12.06,1,1,1.0
compoc,xc:797798,xc_797798,0,1.59,1.68,1,0,1.0
compoc,xc:797798,xc_797798,1,2.15,2.4,1,0,1.0
compoc,xc:797798,xc_797798,2,2.49,10.49,1,0,1.0
compoc,xc:570725,xc_570725,2,6.34,6.66,1,6,1.0
compoc,xc:368567,xc_368567,2,5.73,5.77,1,6,1.0
compoc,xc:299728,xc_299728,6,29.12,29.72,3,3,1.0
compoc,xc:299728,xc_299728,7,30.04,30.64,2,3,1.0
compoc,xc:299728,xc_299728,10,34.28,34.34,1,3,1.0
compoc,xc:769844,xc_769844,2,4.94,8.72,6,1,1.0
compoc,xc:783964,xc_783964,1,5.69,9.26,5,2,1.0
compoc,xc:783964,xc_783964,0,0.1,5.32,8,2,1.0
compoc,xc:570725,xc_570725,0,0.02,0.1,1,6,1.0
compoc,xc:570725,xc_570725,1,3.19,3.51,1,6,1.0
compoc,xc:783964,xc_783964,2,9.69,16.19,15,2,1.0
comsan,xc:580687,xc_580687,0,0.02,0.09,1,6,1.0
comsan,xc:580687,xc_580687,1,3.78,4.17,3,6,1.0
comsan,xc:580687,xc_580687,2,5.48,5.67,1,6,1.0
comsan,xc:580687,xc_580687,3,9.76,9.79,1,6,1.0
comsan,xc:580687,xc_580687,10,18.38,18.69,1,6,1.0
comsan,xc:1042071,xc_1042071,1,4.52,4.57,1,4,1.0
comsan,xc:1042071,xc_1042071,4,6.32,6.67,2,4,1.0
comsan,xc:1042071,xc_1042071,0,1.21,1.26,1,4,1.0
comsan,xc:1042071,xc_1042071,3,5.32,5.64,2,4,1.0
comsan,xc:1042071,xc_1042071,2,4.8,4.85,1,4,1.0
comsan,xc:1051594,xc_1051594,1,2.96,3.38,1,1,1.0
comsan,xc:1051594,xc_1051594,0,0.11,0.18,1,1,1.0
comsan,xc:938711,xc_938711,0,2.37,3.24,1,7,1.0
comsan,xc:938711,xc_938711,1,6.6,7.55,3,7,1.0
comsan,xc:671980,xc_671980,2,4.67,6.39,3,5,1.0
comsan,xc:1051594,xc_1051594,2,4.95,5.72,2,1,1.0
comsan,xc:1051594,xc_1051594,5,11.48,11.57,1,1,1.0
comsan,xc:1051594,xc_1051594,7,17.1,17.71,1,1,1.0
comsan,xc:839052,xc_839052,3,17.37,25.37,1,2,1.0
comsan,xc:839052,xc_839052,4,25.37,26.0,1,2,1.0
comsan,xc:839052,xc_839052,5,26.09,26.24,1,2,1.0
comsan,xc:839052,xc_839052,6,26.34,29.31,2,2,1.0
comsan,xc:839052,xc_839052,9,31.99,36.8,6,2,1.0
comsan,xc:649693,xc_649693,0,0.02,0.11,1,7,1.0
comsan,xc:649693,xc_649693,1,3.2,4.19,2,7,1.0
comsan,xc:649693,xc_649693,2,5.96,6.06,1,7,1.0
comsan,xc:743065,xc_743065,1,2.04,2.97,2,0,1.0
comsan,xc:743065,xc_743065,4,7.45,8.58,2,0,1.0
comsan,xc:743065,xc_743065,8,13.53,13.62,1,0,1.0
comsan,xc:671980,xc_671980,3,7.24,10.55,4,5,1.0
comsan,xc:671980,xc_671980,4,11.74,14.87,1,5,1.0
comsan,xc:671980,xc_671980,5,15.41,18.0,1,5,1.0
comsan,xc:671980,xc_671980,7,21.53,23.48,3,5,1.0
comsan,xc:743065,xc_743065,0,0.59,1.59,1,0,1.0
comsan,xc:798178,xc_798178,0,0.02,4.58,4,3,1.0
comsan,xc:798178,xc_798178,1,4.9,10.12,9,3,1.0
comsan,xc:798178,xc_798178,2,10.59,11.33,2,3,1.0
comsan,xc:743065,xc_743065,9,14.67,15.4,1,0,1.0
comsan,xc:798178,xc_798178,3,11.46,14.91,1,3,1.0
daured1,xc:457952,xc_457952,1,2.71,2.88,2,15,1.0
daured1,xc:457952,xc_457952,2,3.21,3.24,1,15,1.0
daured1,xc:457952,xc_457952,3,3.39,3.43,1,15,1.0
daured1,xc:457952,xc_457952,4,4.65,6.18,1,15,1.0
daured1,xc:457952,xc_457952,5,6.69,6.76,1,15,1.0
daured1,xc:760658,xc_760658,7,10.82,10.99,1,5,1.0
daured1,xc:760658,xc_760658,8,11.71,12.05,1,5,1.0
daured1,xc:760658,xc_760658,9,12.99,13.29,1,5,1.0
daured1,xc:760658,xc_760658,11,17.14,17.44,1,5,1.0
daured1,xc:760658,xc_760658,12,17.87,18.1,2,5,1.0
daured1,xc:438628,xc_438628,10,19.22,19.42,1,14,1.0
daured1,xc:438628,xc_438628,11,20.52,20.74,1,14,1.0
daured1,xc:438628,xc_438628,14,26.61,26.84,1,14,1.0
daured1,xc:438628,xc_438628,15,27.42,27.64,1,14,1.0
daured1,xc:438628,xc_438628,16,28.87,29.1,1,14,1.0
daured1,xc:877985,xc_877985,3,5.0,8.25,2,1,1.0
daured1,xc:877985,xc_877985,4,8.35,9.17,1,1,1.0
daured1,xc:877985,xc_877985,5,9.25,14.35,2,1,1.0
daured1,xc:1052253,xc_1052253,2,12.88,13.36,3,3,1.0
daured1,xc:1052253,xc_1052253,3,14.08,14.33,1,3,1.0
daured1,xc:1052253,xc_1052253,4,15.5,15.53,1,3,1.0
daured1,xc:113350,xc_113350,0,0.02,2.51,2,6,1.0
daured1,xc:113350,xc_113350,1,3.04,4.75,5,6,1.0
daured1,xc:977650,xc_977650,19,23.53,23.94,3,8,1.0
daured1,xc:977650,xc_977650,20,24.36,24.6,2,8,1.0
daured1,xc:999956,xc_999956,28,122.9,126.94,6,17,1.0
daured1,xc:999956,xc_999956,39,165.13,172.04,8,17,1.0
daured1,xc:423316,xc_423316,4,5.9,6.35,3,4,1.0
daured1,xc:423316,xc_423316,5,6.77,8.98,4,4,1.0
daured1,xc:790686,xc_790686,0,0.02,1.08,1,11,1.0
daured1,xc:790686,xc_790686,2,4.51,6.75,4,11,1.0
daured1,xc:718401,xc_718401,0,0.02,2.83,4,10,1.0
daured1,xc:807179,xc_807179,0,0.02,1.16,1,0,1.0
daured1,xc:999956,xc_999956,1,4.05,11.1,4,18,1.0
daured1,xc:481491,xc_481491,0,0.02,0.06,1,16,1.0
daured1,xc:918844,xc_918844,0,0.75,2.98,1,12,1.0
daured1,xc:977650,xc_977650,6,5.1,5.31,2,9,1.0
daured1,xc:977650,xc_977650,26,33.29,33.59,2,7,1.0
dusthr2,xc:438228,xc_438228,5,7.47,8.27,3,4,1.0
dusthr2,xc:438228,xc_438228,6,8.79,8.85,1,4,1.0
dusthr2,xc:438228,xc_438228,7,9.34,9.92,1,4,1.0
dusthr2,xc:438228,xc_438228,8,10.6,11.75,2,4,1.0
dusthr2,xc:438228,xc_438228,9,12.57,14.61,2,4,1.0
dusthr2,xc:115098,xc_115098,9,12.87,13.74,3,8,1.0
dusthr2,xc:115098,xc_115098,17,29.26,29.8,1,8,1.0
dusthr2,xc:115098,xc_115098,18,30.52,30.63,1,8,1.0
dusthr2,xc:115098,xc_115098,19,31.41,31.68,2,8,1.0
dusthr2,xc:115098,xc_115098,20,32.42,33.26,3,8,1.0
dusthr2,xc:675169,xc_675169,3,5.51,5.56,1,1,1.0
dusthr2,xc:675169,xc_675169,4,6.36,6.48,1,1,1.0
dusthr2,xc:675169,xc_675169,5,7.1,8.51,3,1,1.0
dusthr2,xc:675169,xc_675169,7,9.69,9.93,2,1,1.0
dusthr2,xc:675169,xc_675169,8,10.34,10.45,1,1,1.0
dusthr2,xc:393463,xc_393463,2,4.41,11.28,12,2,1.0
dusthr2,xc:393463,xc_393463,5,17.46,25.19,18,2,1.0
dusthr2,xc:393463,xc_393463,6,25.53,26.5,3,2,1.0
dusthr2,xc:393463,xc_393463,7,26.86,28.36,7,2,1.0
dusthr2,xc:393463,xc_393463,8,28.74,29.02,1,2,1.0
dusthr2,xc:893034,xc_893034,8,14.62,15.43,2,6,1.0
dusthr2,xc:893034,xc_893034,9,16.26,16.94,2,6,1.0
dusthr2,xc:893034,xc_893034,10,17.45,18.6,3,6,1.0
dusthr2,xc:893034,xc_893034,11,19.04,19.09,1,6,1.0
dusthr2,xc:893034,xc_893034,12,19.6,20.08,1,6,1.0
dusthr2,xc:790461,xc_790461,0,0.02,3.26,3,5,1.0
dusthr2,xc:790461,xc_790461,1,3.61,4.43,1,5,1.0
dusthr2,xc:790461,xc_790461,2,4.74,6.64,1,5,1.0
dusthr2,xc:790461,xc_790461,3,6.92,13.28,6,5,1.0
dusthr2,xc:675617,xc_675617,0,0.02,7.01,15,0,1.0
dusthr2,xc:675617,xc_675617,1,7.18,9.81,8,0,1.0
dusthr2,xc:675617,xc_675617,2,9.97,13.7,9,0,1.0
dusthr2,xc:675617,xc_675617,3,13.85,17.0,6,0,1.0
dusthr2,xc:979887,xc_979887,0,1.12,1.7,2,3,1.0
dusthr2,xc:979887,xc_979887,1,3.2,3.41,2,3,1.0
dusthr2,xc:979887,xc_979887,2,5.52,5.75,1,3,1.0
dusthr2,xc:708724,xc_708724,2,4.93,5.76,2,7,1.0
dusthr2,xc:708724,xc_708724,3,6.81,8.33,4,7,1.0
dusthr2,xc:708724,xc_708724,4,9.04,9.51,1,7,1.0
dusthr2,xc:708761,xc_708761,0,0.08,2.29,5,10,1.0
dusthr2,xc:708761,xc_708761,1,2.73,2.76,1,10,1.0
dusthr2,xc:708761,xc_708761,2,3.78,4.33,1,10,1.0
dusthr2,xc:708761,xc_708761,7,17.39,17.87,1,11,1.0
dusthr2,xc:708761,xc_708761,13,26.59,28.5,5,11,1.0
eurcoo,xc:357835,xc_357835,6,15.68,20.4,7,8,1.0
eurcoo,xc:357835,xc_357835,8,25.32,26.23,1,8,1.0
eurcoo,xc:357835,xc_357835,9,26.65,26.73,1,8,1.0
eurcoo,xc:357835,xc_357835,10,27.04,27.12,1,8,1.0
eurcoo,xc:357835,xc_357835,12,33.3,36.1,2,8,1.0
eurcoo,xc:761470,xc_761470,1,4.06,11.34,11,2,1.0
eurcoo,xc:761470,xc_761470,0,0.02,3.59,6,2,1.0
eurcoo,xc:761470,xc_761470,5,21.5,23.65,2,2,1.0
eurcoo,xc:761470,xc_761470,4,16.12,20.72,7,2,1.0
eurcoo,xc:761470,xc_761470,2,11.56,13.0,2,2,1.0
eurcoo,xc:424005,xc_424005,2,2.21,9.62,13,1,1.0
eurcoo,xc:424005,xc_424005,1,0.42,2.0,3,1,1.0
eurcoo,xc:424005,xc_424005,0,0.04,0.11,1,1,1.0
eurcoo,xc:424005,xc_424005,5,12.1,19.63,12,1,1.0
eurcoo,xc:424005,xc_424005,6,20.34,21.14,4,1,1.0
eurcoo,xc:103222,xc_103222,3,6.13,6.35,2,4,1.0
eurcoo,xc:103222,xc_103222,4,7.97,8.09,1,4,1.0
eurcoo,xc:103222,xc_103222,5,8.4,8.47,1,4,1.0
eurcoo,xc:103222,xc_103222,6,9.74,9.79,1,4,1.0
eurcoo,xc:103222,xc_103222,7,10.75,10.83,1,4,1.0
eurcoo,xc:902431,xc_902431,15,39.8,39.89,1,6,1.0
eurcoo,xc:902431,xc_902431,16,40.32,40.38,1,6,1.0
eurcoo,xc:902431,xc_902431,17,40.64,40.71,1,6,1.0
eurcoo,xc:902431,xc_902431,18,41.58,42.59,3,6,1.0
eurcoo,xc:902431,xc_902431,19,43.39,44.14,2,6,1.0
eurcoo,xc:470565,xc_470565,2,3.36,3.39,1,0,1.0
eurcoo,xc:470565,xc_470565,3,5.34,5.57,1,0,1.0
eurcoo,xc:470565,xc_470565,4,13.3,13.61,1,0,1.0
eurcoo,xc:528641,xc_528641,0,0.33,0.39,1,7,1.0
eurcoo,xc:528641,xc_528641,1,1.06,1.12,1,7,1.0
eurcoo,xc:528641,xc_528641,2,1.49,1.67,1,7,1.0
eurcoo,xc:528641,xc_528641,3,2.05,2.68,3,7,1.0
eurcoo,xc:785980,xc_785980,0,0.02,8.02,1,8,0.7144
eurwig,xc:266803,xc_266803,24,47.84,47.91,1,4,1.0
eurwig,xc:266803,xc_266803,25,48.64,50.18,5,4,1.0
eurwig,xc:266803,xc_266803,27,52.5,52.98,1,4,1.0
eurwig,xc:266803,xc_266803,28,54.53,54.56,1,4,1.0
eurwig,xc:266803,xc_266803,34,64.83,65.42,2,4,1.0
eurwig,xc:113187,xc_113187,14,58.61,59.95,1,3,1.0
eurwig,xc:113187,xc_113187,16,61.39,62.29,2,3,1.0
eurwig,xc:894419,xc_894419,0,2.31,2.35,1,1,1.0
eurwig,xc:113187,xc_113187,29,100.17,106.62,5,3,1.0
eurwig,xc:113187,xc_113187,22,74.95,77.92,4,3,1.0
eurwig,xc:113187,xc_113187,21,68.14,74.73,12,3,1.0
eurwig,xc:695704,xc_695704,31,38.64,38.68,1,8,1.0
eurwig,xc:684919,xc_684919,5,6.96,7.11,2,2,1.0
eurwig,xc:684919,xc_684919,6,7.31,7.36,1,2,1.0
eurwig,xc:695704,xc_695704,0,0.02,0.15,2,7,1.0
eurwig,xc:695704,xc_695704,1,0.54,0.75,1,7,1.0
eurwig,xc:695704,xc_695704,2,1.75,3.07,5,7,1.0
eurwig,xc:695704,xc_695704,3,3.52,3.82,1,7,1.0
eurwig,xc:894419,xc_894419,1,2.72,2.8,1,1,1.0
eurwig,xc:894419,xc_894419,5,5.23,5.31,1,1,1.0
eurwig,xc:894419,xc_894419,2,3.28,3.32,1,1,1.0
eurwig,xc:894419,xc_894419,3,3.66,3.99,2,1,1.0
eurwig,xc:684919,xc_684919,2,4.14,4.25,1,2,1.0
eurwig,xc:684919,xc_684919,1,3.26,3.72,1,2,1.0
eurwig,xc:684919,xc_684919,3,4.85,5.01,2,2,1.0
eurwig,xc:1051756,xc_1051756,6,12.49,12.53,1,0,1.0
eurwig,xc:1051756,xc_1051756,3,3.55,6.22,6,0,1.0
eutspa,xc:164536,xc_164536,35,78.29,78.32,1,14,1.0
eutspa,xc:164536,xc_164536,36,79.01,80.26,4,14,1.0
eutspa,xc:164536,xc_164536,37,81.4,82.42,3,14,1.0
eutspa,xc:164536,xc_164536,38,83.31,83.45,2,14,1.0
eutspa,xc:164536,xc_164536,39,83.83,83.93,1,14,1.0
eutspa,xc:936174,xc_936174,5,3.91,9.72,14,12,1.0
eutspa,xc:936174,xc_936174,9,14.44,15.96,5,12,1.0
eutspa,xc:936174,xc_936174,10,16.37,16.43,1,12,1.0
eutspa,xc:936174,xc_936174,11,16.82,17.03,1,12,1.0
eutspa,xc:936174,xc_936174,12,17.31,17.4,1,12,1.0
eutspa,xc:126967,xc_126967,0,0.02,8.02,1,9,1.0
eutspa,xc:126967,xc_126967,1,8.02,16.02,1,9,1.0
eutspa,xc:126967,xc_126967,2,16.02,24.02,1,9,1.0
eutspa,xc:126967,xc_126967,3,24.02,27.33,1,9,1.0
eutspa,xc:656912,xc_656912,4,12.17,14.25,6,8,1.0
eutspa,xc:656912,xc_656912,5,14.86,16.45,5,8,1.0
eutspa,xc:656912,xc_656912,6,17.43,17.57,2,8,1.0
eutspa,xc:656912,xc_656912,8,20.64,22.04,4,8,1.0
eutspa,xc:381814,xc_381814,0,0.12,0.27,1,5,1.0
eutspa,xc:381814,xc_381814,1,0.81,1.39,2,5,1.0
eutspa,xc:381814,xc_381814,2,2.15,2.32,1,5,1.0
eutspa,xc:497883,xc_497883,3,24.02,32.02,1,13,1.0
eutspa,xc:497883,xc_497883,5,40.02,48.02,1,13,1.0
eutspa,xc:497883,xc_497883,6,48.02,56.02,1,13,1.0
eutspa,xc:167533,xc_167533,9,23.81,26.91,7,16,1.0
eutspa,xc:167533,xc_167533,11,30.24,32.91,11,16,1.0
eutspa,xc:167533,xc_167533,13,34.65,37.04,7,16,1.0
eutspa,xc:629244,xc_629244,0,0.19,4.04,7,1,1.0
eutspa,xc:629244,xc_629244,1,5.0,9.97,2,1,1.0
eutspa,xc:629244,xc_629244,2,11.45,12.61,2,1,1.0
eutspa,xc:185713,xc_185713,10,30.14,31.45,4,7,1.0
eutspa,xc:185713,xc_185713,11,31.87,32.05,1,7,1.0
eutspa,xc:185713,xc_185713,12,32.51,32.66,1,7,1.0
eutspa,xc:155563,xc_155563,2,2.69,10.4,9,15,1.0
eutspa,xc:155563,xc_155563,3,10.68,13.47,5,15,1.0
eutspa,xc:155563,xc_155563,4,13.77,20.12,4,15,1.0
eutspa,xc:435311,xc_435311,7,10.39,11.83,4,4,1.0
eutspa,xc:435311,xc_435311,8,12.28,13.46,3,4,1.0
eutspa,xc:435311,xc_435311,9,13.91,13.96,1,4,1.0
eutspa,xc:358624,xc_358624,0,0.09,2.25,2,0,1.0
eutspa,xc:358624,xc_358624,2,8.52,15.64,8,0,1.0
eutspa,xc:341173,xc_341173,0,0.02,0.51,2,11,1.0
eutspa,xc:341173,xc_341173,1,0.97,1.07,1,11,1.0
eutspa,xc:636987,xc_636987,2,6.38,7.17,2,10,1.0
eutspa,xc:636987,xc_636987,3,8.14,8.98,2,10,1.0
eutspa,xc:770219,xc_770219,9,17.13,17.2,1,2,1.0
eutspa,xc:770219,xc_770219,10,17.51,17.57,1,2,1.0
eutspa,xc:185713,xc_185713,6,14.68,14.81,1,6,1.0
gadwal,xc:539308,xc_539308,4,4.83,8.11,5,5,1.0
gadwal,xc:539308,xc_539308,5,9.11,9.62,3,5,1.0
gadwal,xc:539308,xc_539308,6,10.07,10.64,2,5,1.0
gadwal,xc:539308,xc_539308,7,11.43,14.8,3,5,1.0
gadwal,xc:539308,xc_539308,10,30.99,36.39,6,5,1.0
gadwal,xc:357526,xc_357526,3,13.74,20.59,8,0,1.0
gadwal,xc:357526,xc_357526,4,20.76,22.04,2,0,1.0
gadwal,xc:357526,xc_357526,5,22.22,22.32,1,0,1.0
gadwal,xc:357526,xc_357526,6,22.65,22.75,1,0,1.0
gadwal,xc:357526,xc_357526,7,23.2,26.21,3,0,1.0
gadwal,xc:1021729,xc_1021729,0,0.02,3.28,6,2,1.0
gadwal,xc:1021729,xc_1021729,2,6.0,8.23,7,2,1.0
gadwal,xc:1021729,xc_1021729,3,8.88,14.62,16,2,1.0
gadwal,xc:1021729,xc_1021729,4,15.39,17.72,5,2,1.0
gadwal,xc:1021729,xc_1021729,5,18.29,19.27,3,2,1.0
gadwal,xc:595438,xc_595438,11,38.35,44.82,11,4,1.0
gadwal,xc:595438,xc_595438,12,45.08,45.4,2,4,1.0
gadwal,xc:595438,xc_595438,13,45.58,45.8,2,4,1.0
gadwal,xc:595438,xc_595438,14,46.22,47.45,5,4,1.0
gadwal,xc:595438,xc_595438,15,48.7,48.99,2,4,1.0
gadwal,xc:622760,xc_622760,6,13.13,13.41,1,7,1.0
gadwal,xc:622760,xc_622760,9,18.97,19.01,1,7,1.0
gadwal,xc:622760,xc_622760,10,20.88,21.05,1,7,1.0
gadwal,xc:622760,xc_622760,11,23.37,23.4,1,7,1.0
gadwal,xc:622760,xc_622760,14,31.64,31.8,1,7,1.0
gadwal,xc:651967,xc_651967,0,0.02,2.98,8,6,1.0
gadwal,xc:651967,xc_651967,1,3.6,8.51,8,6,1.0
gadwal,xc:651967,xc_651967,2,8.89,11.96,2,6,1.0
gadwal,xc:651967,xc_651967,3,12.16,19.61,8,6,1.0
gadwal,xc:651967,xc_651967,4,19.87,21.15,3,6,1.0
gadwal,xc:1021727,xc_1021727,0,0.02,0.42,2,3,1.0
gadwal,xc:1021727,xc_1021727,1,1.01,2.59,3,3,1.0
gadwal,xc:1021727,xc_1021727,3,7.64,15.05,11,3,1.0
gadwal,xc:1021727,xc_1021727,4,15.4,20.29,6,3,1.0
gadwal,xc:1021727,xc_1021727,5,20.82,21.52,1,3,1.0
gadwal,xc:548049,xc_548049,0,0.02,0.17,1,1,1.0
gadwal,xc:548049,xc_548049,1,0.34,6.55,5,1,1.0
gadwal,xc:548049,xc_548049,2,6.65,9.17,2,1,1.0
gnwtea,xc:653711,xc_653711,3,19.57,19.67,1,9,1.0
gnwtea,xc:653711,xc_653711,4,20.43,20.47,1,9,1.0
gnwtea,xc:653711,xc_653711,5,22.06,22.17,1,9,1.0
gnwtea,xc:653711,xc_653711,6,22.93,23.07,1,9,1.0
gnwtea,xc:653711,xc_653711,7,23.81,23.98,1,9,1.0
gnwtea,xc:365480,xc_365480,5,10.21,10.48,1,8,1.0
gnwtea,xc:1068699,xc_1068699,24,34.05,37.79,7,6,1.0
gnwtea,xc:1068699,xc_1068699,23,33.0,33.26,1,6,1.0
gnwtea,xc:365480,xc_365480,20,29.29,29.99,3,8,1.0
gnwtea,xc:365480,xc_365480,10,16.38,16.51,1,8,1.0
gnwtea,xc:365480,xc_365480,9,15.68,15.88,1,8,1.0
gnwtea,xc:365480,xc_365480,8,14.98,15.1,1,8,1.0
gnwtea,xc:1068699,xc_1068699,2,4.35,5.48,3,5,1.0
gnwtea,xc:1068699,xc_1068699,3,6.15,7.09,3,5,1.0
gnwtea,xc:1068699,xc_1068699,4,7.49,8.18,2,5,1.0
gnwtea,xc:838829,xc_838829,1,6.72,9.31,9,1,1.0
gnwtea,xc:838829,xc_838829,6,20.29,20.32,1,1,1.0
gnwtea,xc:787239,xc_787239,25,42.5,42.59,1,10,1.0
gnwtea,xc:787239,xc_787239,26,43.38,43.5,1,10,1.0
gnwtea,xc:787239,xc_787239,0,0.8,0.84,1,7,1.0
gnwtea,xc:787239,xc_787239,1,1.44,2.22,3,7,1.0
gnwtea,xc:787239,xc_787239,10,11.94,12.07,1,9,0.8694
gnwtea,xc:641380,xc_641380,7,10.24,12.0,5,9,0.8563
gnwtea,xc:641380,xc_641380,6,9.48,9.53,1,9,0.8563
graher1,xc:831392,xc_831392,1,11.97,12.21,1,3,1.0
graher1,xc:831392,xc_831392,2,16.87,17.05,1,3,1.0
graher1,xc:831392,xc_831392,5,36.2,36.49,1,3,1.0
graher1,xc:831392,xc_831392,7,48.6,48.9,1,3,1.0
graher1,xc:831392,xc_831392,8,57.75,58.0,1,3,1.0
graher1,xc:601001,xc_601001,0,1.09,2.52,2,4,1.0
graher1,xc:636469,xc_636469,1,8.31,14.31,14,1,1.0
graher1,xc:636469,xc_636469,2,14.68,19.57,3,1,1.0
graher1,xc:636469,xc_636469,3,19.79,22.8,5,1,1.0
graher1,xc:636469,xc_636469,4,23.13,29.76,2,1,1.0
graher1,xc:636469,xc_636469,5,29.88,37.88,1,1,1.0
graher1,xc:937807,xc_937807,3,4.9,5.28,1,0,1.0
graher1,xc:937807,xc_937807,4,5.86,6.86,2,0,1.0
graher1,xc:937807,xc_937807,5,7.33,7.55,1,0,1.0
graher1,xc:781315,xc_781315,0,0.3,0.36,1,2,1.0
graher1,xc:781315,xc_781315,1,1.28,1.34,1,2,1.0
graher1,xc:781315,xc_781315,2,1.74,3.88,5,2,1.0
graher1,xc:781315,xc_781315,3,4.32,4.38,1,2,1.0
graher1,xc:937807,xc_937807,2,3.49,4.5,3,0,1.0
graher1,xc:781315,xc_781315,4,6.35,6.78,2,2,1.0
graher1,xc:937807,xc_937807,1,1.03,2.99,6,0,1.0
graher1,xc:601001,xc_601001,6,11.33,13.04,3,4,1.0
graher1,xc:601001,xc_601001,5,10.29,10.69,1,4,1.0
graher1,xc:601001,xc_601001,3,6.2,7.04,1,4,1.0
graher1,xc:601001,xc_601001,2,4.91,5.29,1,4,1.0
