species_code,recording_id,safe_id,note_idx,onset,offset,method,rms_denoised,rms_original,snr_improvement,duration,rms_rank
brebul1,xc:834175,xc_834175,65,0.0,4.63,biodenoising,,,,,
brebul1,xc:915184,xc_915184,0,0.0,8.0,biodenoising,,,,,
brebul1,xc:915184,xc_915184,1,0.0,3.1,biodenoising,,,,,
brebul1,xc:915184,xc_915184,2,0.0,2.96,biodenoising,,,,,
brebul1,xc:915184,xc_915184,4,0.0,1.42,biodenoising,,,,,
brebul1,xc:915185,xc_915185,3,0.0,0.31,biodenoising,,,,,
brebul1,xc:915185,xc_915185,5,0.0,0.64,biodenoising,,,,,
brebul1,xc:915185,xc_915185,6,0.0,0.79,biodenoising,,,,,
buhshr1,xc:1052423,xc_1052423,17,0.0,0.12,biodenoising,,,,,
buhshr1,xc:1052423,xc_1052423,24,0.0,0.12,biodenoising,,,,,
buhshr1,xc:1052423,xc_1052423,29,0.0,0.14,biodenoising,,,,,
buhshr1,xc:1052423,xc_1052423,30,0.0,0.11,biodenoising,,,,,
buhshr1,xc:1052423,xc_1052423,40,0.0,0.09,biodenoising,,,,,
buhshr1,xc:194693,xc_194693,3,0.0,0.72,biodenoising,,,,,
buhshr1,xc:194693,xc_194693,4,0.0,0.3,biodenoising,,,,,
buhshr1,xc:194693,xc_194693,5,0.0,0.29,biodenoising,,,,,
buhshr1,xc:194693,xc_194693,7,0.0,0.32,biodenoising,,,,,
buhshr1,xc:194693,xc_194693,8,0.0,0.34,biodenoising,,,,,
buhshr1,xc:194695,xc_194695,0,0.0,7.74,biodenoising,,,,,
buhshr1,xc:194870,xc_194870,0,0.0,8.0,biodenoising,,,,,
buhshr1,xc:194870,xc_194870,1,0.0,2.55,biodenoising,,,,,
buhshr1,xc:260142,xc_260142,1,0.0,0.47,biodenoising,,,,,
buhshr1,xc:260142,xc_260142,20,0.0,0.53,biodenoising,,,,,
buhshr1,xc:260142,xc_260142,21,0.0,1.04,biodenoising,,,,,
buhshr1,xc:260142,xc_260142,25,0.0,1.32,biodenoising,,,,,
buhshr1,xc:260142,xc_260142,28,0.0,2.3,biodenoising,,,,,
buhshr1,xc:635573,xc_635573,3,0.0,0.13,biodenoising,,,,,
buhshr1,xc:635573,xc_635573,6,0.0,1.14,biodenoising,,,,,
buhshr1,xc:635573,xc_635573,7,0.0,0.15,biodenoising,,,,,
buhshr1,xc:635573,xc_635573,10,0.0,0.07,biodenoising,,,,,
buhshr1,xc:793918,xc_793918,13,0.0,0.21,biodenoising,,,,,
buhshr1,xc:793918,xc_793918,14,0.0,0.21,biodenoising,,,,,
buhshr1,xc:793918,xc_793918,17,0.0,0.25,biodenoising,,,,,
buhshr1,xc:793925,xc_793925,3,0.0,3.74,biodenoising,,,,,
buhshr1,xc:793926,xc_793926,1,0.0,0.23,biodenoising,,,,,
buhshr1,xc:841025,xc_841025,16,0.0,0.18,biodenoising,,,,,
buhshr1,xc:841025,xc_841025,17,0.0,0.16,biodenoising,,,,,
buhshr1,xc:841025,xc_841025,18,0.0,0.19,biodenoising,,,,,
buhshr1,xc:841025,xc_841025,20,0.0,0.17,biodenoising,,,,,
buhshr1,xc:841025,xc_841025,25,0.0,0.17,biodenoising,,,,,
buhshr1,xc:842854,xc_842854,20,0.0,0.28,biodenoising,,,,,
buhshr1,xc:842854,xc_842854,22,0.0,0.09,biodenoising,,,,,
buhshr1,xc:842854,xc_842854,23,0.0,0.61,biodenoising,,,,,
buhshr1,xc:842854,xc_842854,26,0.0,0.05,biodenoising,,,,,
buhshr1,xc:842854,xc_842854,27,0.0,0.06,biodenoising,,,,,
buhshr1,xc:88961,xc_88961,1,0.0,0.93,biodenoising,,,,,
buhshr1,xc:88961,xc_88961,2,0.0,0.12,biodenoising,,,,,
buhshr1,xc:88961,xc_88961,5,0.0,0.75,biodenoising,,,,,
buhshr1,xc:88961,xc_88961,6,0.0,0.58,biodenoising,,,,,
buhshr1,xc:88961,xc_88961,9,0.0,0.91,biodenoising,,,,,
buhshr1,xc:954180,xc_954180,5,0.0,0.13,biodenoising,,,,,
buhshr1,xc:954180,xc_954180,37,0.0,0.2,biodenoising,,,,,
buhshr1,xc:954180,xc_954180,41,0.0,0.32,biodenoising,,,,,
buhshr1,xc:954180,xc_954180,42,0.0,0.26,biodenoising,,,,,
buhshr1,xc:954180,xc_954180,44,0.0,0.14,biodenoising,,,,,
burthr,xc:1063823,xc_1063823,6,0.0,0.14,biodenoising,,,,,
burthr,xc:1063823,xc_1063823,14,0.0,0.33,biodenoising,,,,,
burthr,xc:134325,xc_134325,8,0.0,2.05,biodenoising,,,,,
burthr,xc:134325,xc_134325,10,0.0,8.0,biodenoising,,,,,
burthr,xc:134325,xc_134325,20,0.0,4.76,biodenoising,,,,,
burthr,xc:134325,xc_134325,21,0.0,8.0,biodenoising,,,,,
burthr,xc:134325,xc_134325,70,0.0,3.11,biodenoising,,,,,
burthr,xc:134330,xc_134330,4,0.0,1.31,biodenoising,,,,,
burthr,xc:134330,xc_134330,21,0.0,1.88,biodenoising,,,,,
burthr,xc:134330,xc_134330,85,0.0,2.11,biodenoising,,,,,
burthr,xc:134330,xc_134330,95,0.0,1.54,biodenoising,,,,,
burthr,xc:134330,xc_134330,99,0.0,2.07,biodenoising,,,,,
burthr,xc:148436,xc_148436,3,0.0,1.41,biodenoising,,,,,
burthr,xc:148436,xc_148436,30,0.0,2.67,biodenoising,,,,,
burthr,xc:148436,xc_148436,31,0.0,1.39,biodenoising,,,,,
burthr,xc:148436,xc_148436,32,0.0,1.39,biodenoising,,,,,
burthr,xc:148436,xc_148436,33,0.0,1.22,biodenoising,,,,,
burthr,xc:310120,xc_310120,11,0.0,3.03,biodenoising,,,,,
burthr,xc:310120,xc_310120,25,0.0,1.35,biodenoising,,,,,
burthr,xc:310120,xc_310120,37,0.0,3.07,biodenoising,,,,,
burthr,xc:310120,xc_310120,73,0.0,0.67,biodenoising,,,,,
burthr,xc:310120,xc_310120,76,0.0,0.17,biodenoising,,,,,
burthr,xc:411661,xc_411661,4,0.0,0.17,biodenoising,,,,,
burthr,xc:411661,xc_411661,5,0.0,1.65,biodenoising,,,,,
burthr,xc:411661,xc_411661,18,0.0,1.62,biodenoising,,,,,
burthr,xc:411661,xc_411661,38,0.0,1.54,biodenoising,,,,,
burthr,xc:411661,xc_411661,44,0.0,1.92,biodenoising,,,,,
burthr,xc:417711,xc_417711,6,0.0,2.77,biodenoising,,,,,
burthr,xc:417711,xc_417711,46,0.0,3.26,biodenoising,,,,,
burthr,xc:417711,xc_417711,117,0.0,1.39,biodenoising,,,,,
burthr,xc:417711,xc_417711,120,0.0,0.75,biodenoising,,,,,
burthr,xc:417711,xc_417711,127,0.0,5.04,biodenoising,,,,,
burthr,xc:472199,xc_472199,171,0.0,0.25,biodenoising,,,,,
burthr,xc:472199,xc_472199,172,0.0,0.07,biodenoising,,,,,
burthr,xc:472199,xc_472199,173,0.0,0.57,biodenoising,,,,,
burthr,xc:474444,xc_474444,1,0.0,2.86,biodenoising,,,,,
burthr,xc:474444,xc_474444,7,0.0,2.78,biodenoising,,,,,
burthr,xc:474444,xc_474444,10,0.0,3.89,biodenoising,,,,,
burthr,xc:474444,xc_474444,13,0.0,1.57,biodenoising,,,,,
burthr,xc:474444,xc_474444,16,0.0,1.93,biodenoising,,,,,
burthr,xc:697948,xc_697948,2,0.0,3.47,biodenoising,,,,,
burthr,xc:697948,xc_697948,4,0.0,1.56,biodenoising,,,,,
burthr,xc:916327,xc_916327,18,0.0,0.69,biodenoising,,,,,
burthr,xc:916327,xc_916327,21,0.0,0.84,biodenoising,,,,,
burthr,xc:916327,xc_916327,27,0.0,1.05,biodenoising,,,,,
burthr,xc:916327,xc_916327,168,0.0,0.79,biodenoising,,,,,
burthr,xc:916327,xc_916327,199,0.0,1.14,biodenoising,,,,,
burthr,xc:921485,xc_921485,2,0.0,0.63,biodenoising,,,,,
burthr,xc:921485,xc_921485,3,0.0,0.46,biodenoising,,,,,
burthr,xc:972364,xc_972364,2,0.0,0.05,biodenoising,,,,,
burthr,xc:972364,xc_972364,15,0.0,0.08,biodenoising,,,,,
burthr,xc:972364,xc_972364,16,0.0,0.38,biodenoising,,,,,
burthr,xc:972364,xc_972364,24,0.0,0.26,biodenoising,,,,,
burthr,xc:972364,xc_972364,25,0.0,0.09,biodenoising,,,,,
carcro1,xc:1079008,xc_1079008,1,0.0,0.89,biodenoising,,,,,
carcro1,xc:1079008,xc_1079008,2,0.0,0.9,biodenoising,,,,,
carcro1,xc:1079008,xc_1079008,3,0.0,0.9,biodenoising,,,,,
carcro1,xc:1079008,xc_1079008,4,0.0,0.89,biodenoising,,,,,
carcro1,xc:1079008,xc_1079008,5,0.0,0.89,biodenoising,,,,,
carcro1,xc:138017,xc_138017,1,0.0,4.67,biodenoising,,,,,
carcro1,xc:138017,xc_138017,6,0.0,2.82,biodenoising,,,,,
carcro1,xc:138017,xc_138017,9,0.0,8.0,biodenoising,,,,,
carcro1,xc:138017,xc_138017,16,0.0,0.97,biodenoising,,,,,
carcro1,xc:138017,xc_138017,17,0.0,1.23,biodenoising,,,,,
carcro1,xc:411472,xc_411472,0,0.0,1.01,biodenoising,,,,,
carcro1,xc:411472,xc_411472,1,0.0,0.84,biodenoising,,,,,
carcro1,xc:411472,xc_411472,7,0.0,2.32,biodenoising,,,,,
carcro1,xc:482395,xc_482395,59,0.0,1.19,biodenoising,,,,,
carcro1,xc:490186,xc_490186,3,0.0,2.9,biodenoising,,,,,
carcro1,xc:490186,xc_490186,5,0.0,8.0,biodenoising,,,,,
carcro1,xc:490186,xc_490186,7,0.0,0.6,biodenoising,,,,,
carcro1,xc:490186,xc_490186,9,0.0,0.76,biodenoising,,,,,
carcro1,xc:490186,xc_490186,17,0.0,1.56,biodenoising,,,,,
carcro1,xc:509842,xc_509842,0,0.0,0.55,biodenoising,,,,,
carcro1,xc:509842,xc_509842,1,0.0,0.6,biodenoising,,,,,
carcro1,xc:509842,xc_509842,2,0.0,0.54,biodenoising,,,,,
carcro1,xc:509842,xc_509842,3,0.0,0.53,biodenoising,,,,,
carcro1,xc:511980,xc_511980,1,0.0,0.44,biodenoising,,,,,
carcro1,xc:536578,xc_536578,5,0.0,1.91,biodenoising,,,,,
carcro1,xc:536578,xc_536578,6,0.0,0.76,biodenoising,,,,,
carcro1,xc:556994,xc_556994,1,0.0,0.9,biodenoising,,,,,
carcro1,xc:556994,xc_556994,4,0.0,0.71,biodenoising,,,,,
carcro1,xc:556994,xc_556994,6,0.0,0.56,biodenoising,,,,,
carcro1,xc:556994,xc_556994,11,0.0,0.7,biodenoising,,,,,
carcro1,xc:556994,xc_556994,25,0.0,0.62,biodenoising,,,,,
carcro1,xc:576943,xc_576943,7,0.0,0.71,biodenoising,,,,,
carcro1,xc:576943,xc_576943,8,0.0,0.61,biodenoising,,,,,
carcro1,xc:576943,xc_576943,11,0.0,0.56,biodenoising,,,,,
carcro1,xc:576943,xc_576943,15,0.0,0.58,biodenoising,,,,,
carcro1,xc:576943,xc_576943,18,0.0,0.51,biodenoising,,,,,
carcro1,xc:635134,xc_635134,1,0.0,3.06,biodenoising,,,,,
carcro1,xc:678776,xc_678776,2,0.0,0.36,biodenoising,,,,,
carcro1,xc:678776,xc_678776,3,0.0,0.34,biodenoising,,,,,
carcro1,xc:678776,xc_678776,4,0.0,0.39,biodenoising,,,,,
carcro1,xc:678776,xc_678776,5,0.0,0.6,biodenoising,,,,,
carcro1,xc:745101,xc_745101,45,0.0,0.36,biodenoising,,,,,
carcro1,xc:745101,xc_745101,57,0.0,0.38,biodenoising,,,,,
carcro1,xc:745101,xc_745101,64,0.0,0.37,biodenoising,,,,,
carcro1,xc:745101,xc_745101,116,0.0,0.37,biodenoising,,,,,
carcro1,xc:745101,xc_745101,133,0.0,0.39,biodenoising,,,,,
carcro1,xc:758902,xc_758902,11,0.0,1.84,biodenoising,,,,,
carcro1,xc:758902,xc_758902,12,0.0,0.41,biodenoising,,,,,
carcro1,xc:785592,xc_785592,0,0.0,1.0,biodenoising,,,,,
carcro1,xc:785592,xc_785592,1,0.0,1.49,biodenoising,,,,,
carcro1,xc:785592,xc_785592,7,0.0,0.48,biodenoising,,,,,
carcro1,xc:785592,xc_785592,11,0.0,1.43,biodenoising,,,,,
carcro1,xc:785592,xc_785592,19,0.0,1.89,biodenoising,,,,,
carcro1,xc:879243,xc_879243,0,0.0,2.76,biodenoising,,,,,
carcro1,xc:879243,xc_879243,2,0.0,0.79,biodenoising,,,,,
carcro1,xc:879243,xc_879243,4,0.0,0.73,biodenoising,,,,,
carcro1,xc:879243,xc_879243,6,0.0,0.18,biodenoising,,,,,
carcro1,xc:879243,xc_879243,7,0.0,0.12,biodenoising,,,,,
carcro1,xc:936225,xc_936225,1,0.0,0.39,biodenoising,,,,,
carcro1,xc:936225,xc_936225,6,0.0,0.67,biodenoising,,,,,
carcro1,xc:936225,xc_936225,7,0.0,0.55,biodenoising,,,,,
carcro1,xc:936225,xc_936225,8,0.0,0.56,biodenoising,,,,,
carcro1,xc:936225,xc_936225,9,0.0,0.45,biodenoising,,,,,
cintit13,xc:1030710,xc_1030710,21,0.0,5.59,biodenoising,,,,,
cintit13,xc:1030710,xc_1030710,24,0.0,1.16,biodenoising,,,,,
cintit13,xc:105150,xc_105150,1,0.0,0.76,biodenoising,,,,,
cintit13,xc:105150,xc_105150,3,0.0,0.79,biodenoising,,,,,
cintit13,xc:105150,xc_105150,9,0.0,0.5,biodenoising,,,,,
cintit13,xc:166690,xc_166690,0,0.0,0.62,biodenoising,,,,,
cintit13,xc:166690,xc_166690,2,0.0,2.1,biodenoising,,,,,
cintit13,xc:166690,xc_166690,15,0.0,0.8,biodenoising,,,,,
cintit13,xc:207133,xc_207133,0,0.0,0.82,biodenoising,,,,,
cintit13,xc:207133,xc_207133,12,0.0,0.61,biodenoising,,,,,
cintit13,xc:207133,xc_207133,14,0.0,0.17,biodenoising,,,,,
cintit13,xc:207133,xc_207133,43,0.0,1.34,biodenoising,,,,,
cintit13,xc:207133,xc_207133,46,0.0,1.48,biodenoising,,,,,
cintit13,xc:241629,xc_241629,1,0.0,1.55,biodenoising,,,,,
cintit13,xc:241629,xc_241629,2,0.0,1.36,biodenoising,,,,,
cintit13,xc:241629,xc_241629,11,0.0,1.92,biodenoising,,,,,
cintit13,xc:241629,xc_241629,15,0.0,1.4,biodenoising,,,,,
cintit13,xc:241629,xc_241629,18,0.0,1.43,biodenoising,,,,,
cintit13,xc:319792,xc_319792,6,0.0,0.65,biodenoising,,,,,
cintit13,xc:319792,xc_319792,10,0.0,0.8,biodenoising,,,,,
cintit13,xc:319792,xc_319792,15,0.0,0.71,biodenoising,,,,,
cintit13,xc:319792,xc_319792,17,0.0,0.88,biodenoising,,,,,
cintit13,xc:319792,xc_319792,23,0.0,0.68,biodenoising,,,,,
cintit13,xc:319962,xc_319962,3,0.0,1.25,biodenoising,,,,,
cintit13,xc:319962,xc_319962,9,0.0,1.19,biodenoising,,,,,
cintit13,xc:319962,xc_319962,11,0.0,1.18,biodenoising,,,,,
cintit13,xc:319962,xc_319962,15,0.0,1.28,biodenoising,,,,,
cintit13,xc:319962,xc_319962,23,0.0,1.12,biodenoising,,,,,
cintit13,xc:400301,xc_400301,1,0.0,0.75,biodenoising,,,,,
cintit13,xc:400301,xc_400301,3,0.0,0.29,biodenoising,,,,,
cintit13,xc:461986,xc_461986,1,0.0,3.54,biodenoising,,,,,
cintit13,xc:461986,xc_461986,2,0.0,1.33,biodenoising,,,,,
cintit13,xc:531958,xc_531958,6,0.0,1.02,biodenoising,,,,,
cintit13,xc:531958,xc_531958,9,0.0,1.19,biodenoising,,,,,
cintit13,xc:531958,xc_531958,11,0.0,1.28,biodenoising,,,,,
cintit13,xc:531958,xc_531958,12,0.0,1.18,biodenoising,,,,,
cintit13,xc:531958,xc_531958,23,0.0,0.18,biodenoising,,,,,
cintit13,xc:582929,xc_582929,5,0.0,1.16,biodenoising,,,,,
cintit13,xc:582929,xc_582929,14,0.0,1.04,biodenoising,,,,,
cintit13,xc:582929,xc_582929,39,0.0,0.82,biodenoising,,,,,
cintit13,xc:582929,xc_582929,48,0.0,0.81,biodenoising,,,,,
cintit13,xc:582929,xc_582929,60,0.0,0.73,biodenoising,,,,,
cintit13,xc:625316,xc_625316,5,0.0,3.56,biodenoising,,,,,
cintit13,xc:625316,xc_625316,9,0.0,5.45,biodenoising,,,,,
cintit13,xc:625316,xc_625316,15,0.0,5.47,biodenoising,,,,,
cintit13,xc:625316,xc_625316,28,0.0,4.87,biodenoising,,,,,
cintit13,xc:625316,xc_625316,33,0.0,3.08,biodenoising,,,,,
cintit13,xc:625317,xc_625317,0,0.0,2.64,biodenoising,,,,,
cintit13,xc:625317,xc_625317,1,0.0,2.63,biodenoising,,,,,
cintit13,xc:625317,xc_625317,3,0.0,2.45,biodenoising,,,,,
cintit13,xc:625317,xc_625317,5,0.0,1.92,biodenoising,,,,,
cintit13,xc:625317,xc_625317,7,0.0,2.22,biodenoising,,,,,
cintit13,xc:777400,xc_777400,1,0.0,3.58,biodenoising,,,,,
cintit13,xc:777400,xc_777400,22,0.0,3.92,biodenoising,,,,,
cintit13,xc:777400,xc_777400,30,0.0,2.53,biodenoising,,,,,
cintit13,xc:777400,xc_777400,41,0.0,4.33,biodenoising,,,,,
cintit13,xc:777400,xc_777400,55,0.0,4.95,biodenoising,,,,,
cintit13,xc:889843,xc_889843,37,0.0,0.8,biodenoising,,,,,
cintit13,xc:889843,xc_889843,192,0.0,0.14,biodenoising,,,,,
cintit13,xc:889843,xc_889843,204,0.0,0.58,biodenoising,,,,,
cintit13,xc:889843,xc_889843,226,0.0,0.53,biodenoising,,,,,
cintit13,xc:889843,xc_889843,235,0.0,0.54,biodenoising,,,,,
comkin1,xc:118166,xc_118166,7,0.0,0.57,biodenoising,,,,,
comkin1,xc:118166,xc_118166,16,0.0,1.25,biodenoising,,,,,
comkin1,xc:118166,xc_118166,18,0.0,0.23,biodenoising,,,,,
comkin1,xc:118166,xc_118166,19,0.0,0.55,biodenoising,,,,,
comkin1,xc:118166,xc_118166,23,0.0,0.28,biodenoising,,,,,
comkin1,xc:185682,xc_185682,0,0.0,3.21,biodenoising,,,,,
comkin1,xc:185682,xc_185682,1,0.0,4.76,biodenoising,,,,,
comkin1,xc:185682,xc_185682,4,0.0,0.72,biodenoising,,,,,
comkin1,xc:185682,xc_185682,9,0.0,0.62,biodenoising,,,,,
comkin1,xc:185682,xc_185682,16,0.0,0.47,biodenoising,,,,,
comkin1,xc:282763,xc_282763,0,0.0,0.19,biodenoising,,,,,
comkin1,xc:282763,xc_282763,1,0.0,0.5,biodenoising,,,,,
comkin1,xc:282763,xc_282763,2,0.0,0.39,biodenoising,,,,,
comkin1,xc:282763,xc_282763,3,0.0,0.14,biodenoising,,,,,
comkin1,xc:282763,xc_282763,5,0.0,0.19,biodenoising,,,,,
comkin1,xc:288219,xc_288219,6,0.0,0.41,biodenoising,,,,,
comkin1,xc:288219,xc_288219,12,0.0,0.22,biodenoising,,,,,
comkin1,xc:288219,xc_288219,25,0.0,0.24,biodenoising,,,,,
comkin1,xc:288219,xc_288219,35,0.0,0.24,biodenoising,,,,,
comkin1,xc:288219,xc_288219,69,0.0,0.94,biodenoising,,,,,
comkin1,xc:462875,xc_462875,4,0.0,0.39,biodenoising,,,,,
comkin1,xc:462875,xc_462875,6,0.0,0.32,biodenoising,,,,,
comkin1,xc:462875,xc_462875,8,0.0,0.33,biodenoising,,,,,
comkin1,xc:462875,xc_462875,19,0.0,0.32,biodenoising,,,,,
comkin1,xc:462875,xc_462875,21,0.0,0.31,biodenoising,,,,,
comkin1,xc:466431,xc_466431,1,0.0,0.29,biodenoising,,,,,
comkin1,xc:466431,xc_466431,8,0.0,0.33,biodenoising,,,,,
comkin1,xc:466431,xc_466431,9,0.0,0.38,biodenoising,,,,,
comkin1,xc:466431,xc_466431,11,0.0,0.38,biodenoising,,,,,
comkin1,xc:466431,xc_466431,22,0.0,0.27,biodenoising,,,,,
comkin1,xc:502269,xc_502269,19,0.0,1.16,biodenoising,,,,,
comkin1,xc:502269,xc_502269,27,0.0,0.42,biodenoising,,,,,
comkin1,xc:502961,xc_502961,1,0.0,0.5,biodenoising,,,,,
comkin1,xc:529947,xc_529947,0,0.0,1.44,biodenoising,,,,,
comkin1,xc:529947,xc_529947,1,0.0,0.29,biodenoising,,,,,
comkin1,xc:529947,xc_529947,2,0.0,0.82,biodenoising,,,,,
comkin1,xc:529947,xc_529947,3,0.0,0.62,biodenoising,,,,,
comkin1,xc:529947,xc_529947,7,0.0,0.27,biodenoising,,,,,
comkin1,xc:544658,xc_544658,0,0.0,1.66,biodenoising,,,,,
comkin1,xc:544658,xc_544658,2,0.0,0.87,biodenoising,,,,,
comkin1,xc:544658,xc_544658,3,0.0,0.83,biodenoising,,,,,
comkin1,xc:580132,xc_580132,1,0.0,0.52,biodenoising,,,,,
comkin1,xc:580132,xc_580132,3,0.0,0.32,biodenoising,,,,,
comkin1,xc:587605,xc_587605,0,0.0,0.28,biodenoising,,,,,
comkin1,xc:587605,xc_587605,20,0.0,0.52,biodenoising,,,,,
comkin1,xc:587605,xc_587605,28,0.0,0.44,biodenoising,,,,,
comkin1,xc:587605,xc_587605,33,0.0,0.31,biodenoising,,,,,
comkin1,xc:587605,xc_587605,39,0.0,0.32,biodenoising,,,,,
comkin1,xc:757948,xc_757948,0,0.0,0.6,biodenoising,,,,,
comkin1,xc:757948,xc_757948,1,0.0,0.57,biodenoising,,,,,
comkin1,xc:800955,xc_800955,5,0.0,0.19,biodenoising,,,,,
comkin1,xc:800955,xc_800955,7,0.0,0.22,biodenoising,,,,,
comkin1,xc:800955,xc_800955,8,0.0,0.53,biodenoising,,,,,
comkin1,xc:800955,xc_800955,9,0.0,0.66,biodenoising,,,,,
comkin1,xc:800955,xc_800955,12,0.0,0.2,biodenoising,,,,,
comkin1,xc:929047,xc_929047,2,0.0,1.43,biodenoising,,,,,
comkin1,xc:929047,xc_929047,8,0.0,0.26,biodenoising,,,,,
comkin1,xc:929192,xc_929192,0,0.0,0.87,biodenoising,,,,,
comkin1,xc:929192,xc_929192,3,0.0,0.41,biodenoising,,,,,
comkin1,xc:929192,xc_929192,8,0.0,0.46,biodenoising,,,,,
comkin1,xc:931189,xc_931189,0,0.0,2.12,biodenoising,,,,,
comkin1,xc:931189,xc_931189,1,0.0,0.34,biodenoising,,,,,
comkin1,xc:931189,xc_931189,2,0.0,0.37,biodenoising,,,,,
comkin1,xc:931189,xc_931189,3,0.0,1.51,biodenoising,,,,,
comkin1,xc:931189,xc_931189,4,0.0,0.18,biodenoising,,,,,
compoc,xc:138166,xc_138166,0,0.0,4.44,biodenoising,,,,,
compoc,xc:270396,xc_270396,0,0.0,1.59,biodenoising,,,,,
compoc,xc:270396,xc_270396,1,0.0,0.67,biodenoising,,,,,
compoc,xc:270396,xc_270396,2,0.0,8.0,biodenoising,,,,,
compoc,xc:270396,xc_270396,6,0.0,1.44,biodenoising,,,,,
compoc,xc:270396,xc_270396,7,0.0,3.98,biodenoising,,,,,
compoc,xc:299728,xc_299728,5,0.0,0.2,biodenoising,,,,,
compoc,xc:299728,xc_299728,7,0.0,1.35,biodenoising,,,,,
compoc,xc:299728,xc_299728,14,0.0,2.65,biodenoising,,,,,
compoc,xc:299728,xc_299728,20,0.0,2.23,biodenoising,,,,,
compoc,xc:299728,xc_299728,70,0.0,1.09,biodenoising,,,,,
compoc,xc:368567,xc_368567,0,0.0,0.41,biodenoising,,,,,
compoc,xc:368567,xc_368567,2,0.0,0.31,biodenoising,,,,,
compoc,xc:368567,xc_368567,3,0.0,0.42,biodenoising,,,,,
compoc,xc:368567,xc_368567,4,0.0,0.51,biodenoising,,,,,
compoc,xc:368567,xc_368567,5,0.0,0.28,biodenoising,,,,,
compoc,xc:414488,xc_414488,6,0.0,0.43,biodenoising,,,,,
compoc,xc:414488,xc_414488,7,0.0,0.32,biodenoising,,,,,
compoc,xc:414488,xc_414488,8,0.0,0.39,biodenoising,,,,,
compoc,xc:414488,xc_414488,10,0.0,0.26,biodenoising,,,,,
compoc,xc:414488,xc_414488,14,0.0,0.38,biodenoising,,,,,
compoc,xc:484893,xc_484893,0,0.0,0.43,biodenoising,,,,,
compoc,xc:484893,xc_484893,1,0.0,0.49,biodenoising,,,,,
compoc,xc:484893,xc_484893,2,0.0,3.13,biodenoising,,,,,
compoc,xc:484893,xc_484893,3,0.0,1.96,biodenoising,,,,,
compoc,xc:484893,xc_484893,16,0.0,1.75,biodenoising,,,,,
compoc,xc:570725,xc_570725,1,0.0,0.32,biodenoising,,,,,
compoc,xc:570725,xc_570725,2,0.0,0.32,biodenoising,,,,,
compoc,xc:591953,xc_591953,1,0.0,1.78,biodenoising,,,,,
compoc,xc:609398,xc_609398,1,0.0,3.55,biodenoising,,,,,
compoc,xc:609398,xc_609398,8,0.0,8.0,biodenoising,,,,,
compoc,xc:609398,xc_609398,33,0.0,8.0,biodenoising,,,,,
compoc,xc:609398,xc_609398,34,0.0,8.0,biodenoising,,,,,
compoc,xc:609398,xc_609398,35,0.0,8.0,biodenoising,,,,,
compoc,xc:747381,xc_747381,0,0.0,0.99,biodenoising,,,,,
compoc,xc:747381,xc_747381,1,0.0,0.6,biodenoising,,,,,
compoc,xc:747381,xc_747381,6,0.0,0.25,biodenoising,,,,,
compoc,xc:747381,xc_747381,11,0.0,1.65,biodenoising,,,,,
compoc,xc:747381,xc_747381,12,0.0,0.94,biodenoising,,,,,
compoc,xc:769844,xc_769844,3,0.0,1.52,biodenoising,,,,,
compoc,xc:769844,xc_769844,10,0.0,0.35,biodenoising,,,,,
compoc,xc:769844,xc_769844,31,0.0,2.0,biodenoising,,,,,
compoc,xc:783964,xc_783964,11,0.0,1.72,biodenoising,,,,,
compoc,xc:797798,xc_797798,3,0.0,2.14,biodenoising,,,,,
compoc,xc:797798,xc_797798,9,0.0,1.63,biodenoising,,,,,
compoc,xc:797798,xc_797798,10,0.0,0.4,biodenoising,,,,,
compoc,xc:797798,xc_797798,11,0.0,0.38,biodenoising,,,,,
compoc,xc:797798,xc_797798,12,0.0,0.29,biodenoising,,,,,
compoc,xc:989573,xc_989573,2,0.0,4.5,biodenoising,,,,,
compoc,xc:989599,xc_989599,1,0.0,8.0,biodenoising,,,,,
compoc,xc:989599,xc_989599,16,0.0,0.44,biodenoising,,,,,
compoc,xc:989599,xc_989599,17,0.0,0.57,biodenoising,,,,,
compoc,xc:989599,xc_989599,18,0.0,0.42,biodenoising,,,,,
compoc,xc:989599,xc_989599,19,0.0,0.45,biodenoising,,,,,
compoc,xc:989980,xc_989980,4,0.0,1.87,biodenoising,,,,,
compoc,xc:994657,xc_994657,13,0.0,1.37,biodenoising,,,,,
compoc,xc:994657,xc_994657,25,0.0,2.84,biodenoising,,,,,
compoc,xc:994657,xc_994657,29,0.0,0.69,biodenoising,,,,,
comsan,xc:1042071,xc_1042071,10,0.0,0.21,biodenoising,,,,,
comsan,xc:1042071,xc_1042071,13,0.0,0.09,biodenoising,,,,,
comsan,xc:1042071,xc_1042071,22,0.0,0.95,biodenoising,,,,,
comsan,xc:1042071,xc_1042071,25,0.0,0.18,biodenoising,,,,,
comsan,xc:1042071,xc_1042071,26,0.0,0.46,biodenoising,,,,,
comsan,xc:1051594,xc_1051594,4,0.0,0.08,biodenoising,,,,,
comsan,xc:1051594,xc_1051594,5,0.0,1.09,biodenoising,,,,,
comsan,xc:1051594,xc_1051594,6,0.0,1.63,biodenoising,,,,,
comsan,xc:1051594,xc_1051594,12,0.0,0.14,biodenoising,,,,,
comsan,xc:1051594,xc_1051594,14,0.0,0.08,biodenoising,,,,,
