species_code,recording_id,safe_id,bout_idx,note_idx,note_onset,note_offset,cluster_id,cluster_prob,quality_score
carcro1,xc:1079008,xc_1079008,1,0,3.21,4.1,7,1.0,0.7122
carcro1,xc:688118,xc_688118,7,0,16.51,18.22,0,0.943,0.7108
carcro1,xc:745101,xc_745101,12,2,36.86,37.22,6,0.8787,0.6967
carcro1,xc:490186,xc_490186,8,0,20.26,20.95,7,1.0,0.6965
carcro1,xc:1079008,xc_1079008,3,0,15.02,15.92,7,1.0,0.6949
carcro1,xc:688118,xc_688118,7,1,18.35,19.45,0,0.9709,0.6947
carcro1,xc:745101,xc_745101,6,0,20.69,21.03,6,0.9864,0.6932
carcro1,xc:745101,xc_745101,49,1,114.36,115.4,8,0.9298,0.6897
carcro1,xc:745101,xc_745101,18,1,48.67,49.05,6,1.0,0.6895
carcro1,xc:745101,xc_745101,25,0,63.0,63.44,6,1.0,0.6863
carcro1,xc:556994,xc_556994,17,1,29.25,29.87,2,1.0,0.6602
carcro1,xc:556994,xc_556994,0,1,0.68,1.58,2,1.0,0.659
carcro1,xc:688118,xc_688118,8,1,24.82,25.14,0,1.0,0.6577
carcro1,xc:556994,xc_556994,12,0,20.99,21.66,2,1.0,0.6548
carcro1,xc:556994,xc_556994,3,0,4.76,5.47,2,0.9904,0.6467
carcro1,xc:556994,xc_556994,16,0,26.24,26.87,2,1.0,0.6429
carcro1,xc:576943,xc_576943,9,2,24.8,25.38,3,0.6758,0.5744
carcro1,xc:576943,xc_576943,9,0,23.57,24.07,3,0.6878,0.5463
carcro1,xc:511980,xc_511980,0,7,3.87,4.46,3,1.0,0.5295
carcro1,xc:511980,xc_511980,0,8,4.72,5.23,3,1.0,0.5165
carcro1,xc:879243,xc_879243,0,6,5.3,5.48,3,0.628,0.5135
carcro1,xc:511980,xc_511980,0,6,2.96,3.76,3,1.0,0.5047
carcro1,xc:511980,xc_511980,0,10,6.16,7.09,3,1.0,0.4994
carcro1,xc:482395,xc_482395,4,17,14.68,14.78,4,1.0,0.4814
carcro1,xc:785592,xc_785592,1,1,8.06,8.88,4,0.9195,0.4694
carcro1,xc:482395,xc_482395,5,11,22.53,22.73,4,0.921,0.4536
cintit13,xc:625316,xc_625316,9,0,36.84,41.71,0,1.0,0.8786
cintit13,xc:625316,xc_625316,10,0,43.32,46.4,0,1.0,0.8762
cintit13,xc:625316,xc_625316,7,0,21.53,27.0,0,1.0,0.8711
cintit13,xc:625316,xc_625316,8,3,30.19,34.8,0,1.0,0.8703
cintit13,xc:625316,xc_625316,5,2,13.42,18.87,0,1.0,0.8699
cintit13,xc:582929,xc_582929,32,3,84.82,85.67,2,1.0,0.82
cintit13,xc:582929,xc_582929,20,0,62.77,63.52,2,1.0,0.8148
cintit13,xc:582929,xc_582929,22,0,65.29,66.11,2,1.0,0.8075
cintit13,xc:582929,xc_582929,11,2,36.47,37.44,2,1.0,0.8055
cintit13,xc:582929,xc_582929,12,3,41.95,42.96,2,1.0,0.8046
cintit13,xc:889843,xc_889843,72,0,120.4,120.93,4,0.7455,0.7979
cintit13,xc:889843,xc_889843,64,6,107.5,108.08,4,0.7527,0.7879
cintit13,xc:207133,xc_207133,6,5,26.66,28.14,1,1.0,0.7472
cintit13,xc:889843,xc_889843,78,0,127.24,127.78,4,0.8454,0.7329
cintit13,xc:207133,xc_207133,6,2,24.57,25.91,1,0.9455,0.7185
cintit13,xc:207133,xc_207133,0,0,0.02,0.84,1,0.8535,0.6964
cintit13,xc:889843,xc_889843,11,0,12.37,12.71,4,0.7847,0.6941
cintit13,xc:889843,xc_889843,18,0,26.3,26.87,4,0.7085,0.6893
cintit13,xc:207133,xc_207133,1,6,5.04,6.8,1,0.7981,0.6795
cintit13,xc:207133,xc_207133,1,11,8.81,8.98,1,0.7487,0.6537
cintit13,xc:105150,xc_105150,0,3,2.53,3.32,3,1.0,0.616
cintit13,xc:777400,xc_777400,13,1,32.2,32.33,5,0.9521,0.6012
cintit13,xc:105150,xc_105150,1,1,5.89,6.29,3,1.0,0.5939
cintit13,xc:777400,xc_777400,14,0,37.0,37.2,5,1.0,0.5933
cintit13,xc:241629,xc_241629,10,0,17.38,17.55,5,0.8199,0.5896
cintit13,xc:777400,xc_777400,8,1,10.51,10.75,5,1.0,0.5872
cintit13,xc:777400,xc_777400,13,3,32.85,33.0,5,0.9415,0.585
cintit13,xc:777400,xc_777400,8,0,10.35,10.43,5,0.9222,0.5835
cintit13,xc:319962,xc_319962,2,2,9.75,9.95,5,0.8205,0.5796
cintit13,xc:105150,xc_105150,1,3,6.68,10.17,3,0.9892,0.5535
cintit13,xc:105150,xc_105150,1,2,6.34,6.61,3,1.0,0.546
cintit13,xc:105150,xc_105150,2,2,12.51,13.5,3,1.0,0.5452
comkin1,xc:529947,xc_529947,0,3,7.66,8.28,0,1.0,0.8475
comkin1,xc:529947,xc_529947,2,0,12.8,13.09,0,1.0,0.8228
comkin1,xc:800955,xc_800955,2,6,6.64,7.17,7,1.0,0.8195
comkin1,xc:118166,xc_118166,4,2,8.49,8.72,0,1.0,0.8191
comkin1,xc:529947,xc_529947,1,0,8.71,8.99,0,1.0,0.8125
comkin1,xc:529947,xc_529947,1,3,10.27,10.54,0,1.0,0.8102
comkin1,xc:800955,xc_800955,6,0,21.24,21.45,7,1.0,0.8075
comkin1,xc:800955,xc_800955,7,1,22.2,22.38,7,1.0,0.8057
comkin1,xc:529947,xc_529947,1,1,9.11,9.38,0,1.0,0.8056
comkin1,xc:800955,xc_800955,3,8,13.78,13.98,7,1.0,0.7962
comkin1,xc:800955,xc_800955,11,2,30.88,31.07,7,0.9136,0.788
comkin1,xc:282763,xc_282763,0,2,3.31,3.7,4,0.9974,0.7314
comkin1,xc:185682,xc_185682,1,3,8.69,9.41,3,0.9163,0.7118
comkin1,xc:462875,xc_462875,8,5,15.89,16.21,8,1.0,0.6964
comkin1,xc:462875,xc_462875,9,1,17.27,17.58,8,1.0,0.6718
comkin1,xc:282763,xc_282763,0,0,2.22,2.41,4,1.0,0.6615
comkin1,xc:462875,xc_462875,3,0,6.22,6.54,8,1.0,0.6527
comkin1,xc:462875,xc_462875,1,3,4.76,5.15,8,1.0,0.649
comkin1,xc:282763,xc_282763,0,1,2.74,3.24,4,0.9783,0.6485
comkin1,xc:929047,xc_929047,0,8,4.84,5.1,4,1.0,0.6456
comkin1,xc:462875,xc_462875,5,0,7.83,8.16,8,1.0,0.6294
comkin1,xc:928954,xc_928954,0,4,3.5,4.25,6,1.0,0.6127
comkin1,xc:288219,xc_288219,10,5,32.83,33.41,2,0.7256,0.6055
comkin1,xc:288219,xc_288219,8,0,25.21,25.67,3,1.0,0.6053
comkin1,xc:288219,xc_288219,10,4,29.75,32.73,3,1.0,0.5975
comkin1,xc:288219,xc_288219,11,2,36.61,39.98,3,1.0,0.5969
comkin1,xc:288219,xc_288219,10,6,33.53,34.21,3,0.9156,0.5901
comkin1,xc:580507,xc_580507,1,0,1.87,2.13,4,0.9386,0.5878
comkin1,xc:929047,xc_929047,0,9,5.3,5.77,4,1.0,0.5527
comkin1,xc:587605,xc_587605,0,5,2.54,2.72,1,0.9572,0.5504
comkin1,xc:587605,xc_587605,3,10,18.6,18.76,1,1.0,0.5474
comkin1,xc:587605,xc_587605,4,5,22.43,22.71,1,0.9763,0.5431
comkin1,xc:587605,xc_587605,4,9,24.17,24.44,1,0.9763,0.5184
comkin1,xc:928954,xc_928954,0,3,2.67,3.35,6,0.9767,0.5179
comkin1,xc:587605,xc_587605,4,6,22.78,23.39,1,0.974,0.5164
comkin1,xc:928954,xc_928954,0,2,1.71,2.53,6,1.0,0.5122
comkin1,xc:929047,xc_929047,0,3,2.27,2.46,4,1.0,0.4978
comkin1,xc:929047,xc_929047,0,6,3.64,4.46,4,0.9771,0.4976
comkin1,xc:928954,xc_928954,3,7,19.17,19.94,6,1.0,0.4945
comkin1,xc:928954,xc_928954,4,0,20.52,20.89,6,1.0,0.4791
comkin1,xc:185682,xc_185682,3,0,13.91,14.53,2,0.8326,0.4701
comkin1,xc:502961,xc_502961,3,1,6.29,6.46,2,0.8638,0.4467
comkin1,xc:185682,xc_185682,4,2,15.1,16.06,2,1.0,0.4404
comkin1,xc:185682,xc_185682,2,2,11.28,12.26,2,1.0,0.4253
comkin1,xc:185682,xc_185682,2,3,12.31,13.74,2,0.9163,0.4069
compoc,xc:299728,xc_299728,3,3,13.74,15.97,4,1.0,0.7863
compoc,xc:299728,xc_299728,1,1,8.42,11.07,4,1.0,0.7574
compoc,xc:414488,xc_414488,0,8,3.83,4.22,1,0.8698,0.7426
compoc,xc:299728,xc_299728,5,10,24.31,26.32,4,1.0,0.7301
compoc,xc:414488,xc_414488,0,7,3.37,3.69,1,0.9271,0.7292
compoc,xc:414488,xc_414488,0,6,2.85,3.28,1,0.9104,0.727
compoc,xc:989599,xc_989599,8,0,27.45,29.27,1,0.8723,0.7255
compoc,xc:299728,xc_299728,0,1,0.45,1.29,4,0.9905,0.725
compoc,xc:989599,xc_989599,7,1,23.0,23.44,1,0.9796,0.7063
compoc,xc:989599,xc_989599,7,4,24.85,25.3,1,1.0,0.706
compoc,xc:299728,xc_299728,0,11,6.0,6.5,4,1.0,0.6858
compoc,xc:989599,xc_989599,5,0,13.81,14.18,1,1.0,0.6844
compoc,xc:989599,xc_989599,1,0,0.85,8.85,1,0.8755,0.6822
compoc,xc:609398,xc_609398,0,1,0.38,3.93,2,0.5149,0.6777
compoc,xc:609398,xc_609398,10,0,75.99,78.79,2,0.8229,0.6754
compoc,xc:414488,xc_414488,4,1,7.2,7.58,1,0.9209,0.6737
compoc,xc:414488,xc_414488,0,5,2.29,2.69,1,0.9271,0.6732
compoc,xc:797798,xc_797798,4,8,17.76,18.05,3,0.6974,0.6625
compoc,xc:609398,xc_609398,11,0,78.85,86.85,2,0.705,0.6481
compoc,xc:994657,xc_994657,6,4,30.09,32.93,3,0.773,0.6272
compoc,xc:797798,xc_797798,4,7,17.29,17.67,3,0.6952,0.6251
compoc,xc:797798,xc_797798,3,0,10.49,12.63,3,0.8124,0.6124
compoc,xc:797798,xc_797798,4,6,16.81,17.21,3,0.7471,0.6124
compoc,xc:797798,xc_797798,4,5,15.13,16.76,3,0.8285,0.6092
compoc,xc:609398,xc_609398,20,0,146.83,154.83,2,0.9181,0.6016
compoc,xc:609398,xc_609398,26,0,194.83,202.83,2,0.8148,0.5989
compoc,xc:994657,xc_994657,6,8,34.65,35.34,3,0.7398,0.5715
compoc,xc:994657,xc_994657,3,2,14.57,19.3,3,0.7715,0.5644
compoc,xc:994657,xc_994657,0,0,0.02,4.4,3,0.7277,0.5616
compoc,xc:783964,xc_783964,6,5,31.8,32.61,0,0.7491,0.558
compoc,xc:994666,xc_994666,0,0,0.29,8.29,3,0.9368,0.5575
compoc,xc:994657,xc_994657,2,0,9.22,10.94,3,1.0,0.5517
compoc,xc:994666,xc_994666,1,0,8.29,16.29,3,0.8708,0.55
compoc,xc:994666,xc_994666,4,0,32.29,36.78,3,0.9527,0.5416
compoc,xc:994666,xc_994666,3,0,24.29,32.29,3,1.0,0.5396
compoc,xc:783964,xc_783964,0,0,0.1,1.7,0,0.8242,0.5283
compoc,xc:783964,xc_783964,1,3,7.11,8.83,0,1.0,0.5151
compoc,xc:783964,xc_783964,3,0,16.43,17.82,0,1.0,0.4976
compoc,xc:783964,xc_783964,0,2,2.14,2.31,0,0.4781,0.4787
comsan,xc:671980,xc_671980,7,0,21.53,22.94,4,0.6925,0.8467
comsan,xc:671980,xc_671980,2,1,4.88,6.24,4,0.683,0.8399
comsan,xc:503479,xc_503479,17,0,53.6,53.74,1,0.9807,0.827
comsan,xc:503479,xc_503479,5,0,17.67,18.78,4,0.848,0.8242
comsan,xc:671980,xc_671980,1,4,3.26,4.21,4,0.6925,0.8128
comsan,xc:503479,xc_503479,13,2,40.64,41.9,4,1.0,0.8045
comsan,xc:580687,xc_580687,17,4,30.1,32.47,0,1.0,0.8006
comsan,xc:503479,xc_503479,1,0,6.98,8.97,4,0.8002,0.799
comsan,xc:503479,xc_503479,15,0,45.39,46.98,4,1.0,0.794
comsan,xc:580687,xc_580687,19,2,35.0,37.56,0,1.0,0.7906
comsan,xc:671980,xc_671980,0,1,0.25,1.56,4,0.6925,0.7865
comsan,xc:671980,xc_671980,10,1,30.67,32.85,4,0.6925,0.7815
comsan,xc:580687,xc_580687,18,0,32.71,34.39,0,1.0,0.7638
comsan,xc:839052,xc_839052,10,3,40.34,40.94,5,1.0,0.736
comsan,xc:580687,xc_580687,17,2,25.18,29.63,0,1.0,0.7243
comsan,xc:580687,xc_580687,22,7,52.65,52.8,0,0.8018,0.7127
comsan,xc:839052,xc_839052,11,3,42.34,42.94,5,1.0,0.6676
comsan,xc:839052,xc_839052,10,2,38.67,40.19,5,1.0,0.6588
comsan,xc:839052,xc_839052,11,2,41.51,42.21,5,1.0,0.6504
comsan,xc:1042071,xc_1042071,10,5,14.0,14.95,2,1.0,0.6346
comsan,xc:686345,xc_686345,3,0,5.85,5.97,3,1.0,0.6081
comsan,xc:839052,xc_839052,10,1,37.24,38.62,5,1.0,0.6067
comsan,xc:686345,xc_686345,1,3,3.23,3.67,3,1.0,0.5942
comsan,xc:686345,xc_686345,3,3,6.78,7.04,3,1.0,0.5917
comsan,xc:743065,xc_743065,12,0,17.75,18.14,1,0.8498,0.5895
comsan,xc:743065,xc_743065,5,0,9.53,9.72,1,0.9142,0.5773
comsan,xc:686345,xc_686345,3,4,7.18,7.27,3,1.0,0.5716
comsan,xc:1042071,xc_1042071,3,1,5.56,5.64,2,1.0,0.5587
comsan,xc:686345,xc_686345,3,5,7.61,7.69,3,0.9069,0.534
comsan,xc:900380,xc_900380,1,0,4.47,5.27,1,0.8277,0.5312
comsan,xc:798178,xc_798178,0,0,0.02,0.21,1,0.9919,0.5088
comsan,xc:900380,xc_900380,1,1,5.35,5.47,1,0.8277,0.4733
comsan,xc:1042071,xc_1042071,6,3,9.35,9.63,2,1.0,0.4731
comsan,xc:1042071,xc_1042071,6,1,8.53,8.74,2,1.0,0.4677
comsan,xc:1042071,xc_1042071,11,1,18.75,18.93,2,1.0,0.4578
daured1,xc:438628,xc_438628,35,1,64.67,64.88,7,1.0,0.8433
daured1,xc:438628,xc_438628,25,0,47.53,47.73,7,0.9351,0.8326
daured1,xc:438628,xc_438628,31,0,57.83,58.0,7,0.851,0.8313
daured1,xc:438628,xc_438628,16,0,28.87,29.1,7,1.0,0.8308
daured1,xc:438628,xc_438628,28,0,53.0,53.23,7,0.7256,0.8307
daured1,xc:1052253,xc_1052253,8,1,19.55,19.73,6,0.925,0.8236
daured1,xc:457952,xc_457952,22,0,52.17,53.97,0,0.8061,0.82
daured1,xc:457952,xc_457952,4,0,4.65,6.18,0,0.7027,0.8175
daured1,xc:457952,xc_457952,18,6,40.63,42.33,0,0.7956,0.8097
daured1,xc:457952,xc_457952,20,0,46.44,48.43,0,0.7584,0.8085
daured1,xc:1052253,xc_1052253,8,8,21.92,22.11,6,1.0,0.7969
daured1,xc:999956,xc_999956,39,1,165.43,166.57,2,0.904,0.7907
daured1,xc:1052253,xc_1052253,7,0,18.05,18.25,6,1.0,0.7828
daured1,xc:1052253,xc_1052253,8,15,25.06,25.26,6,0.8784,0.7814
daured1,xc:1052253,xc_1052253,1,9,11.63,11.83,6,1.0,0.7761
daured1,xc:999956,xc_999956,46,2,192.5,194.55,2,0.8059,0.7718
daured1,xc:999956,xc_999956,40,1,172.78,175.02,2,0.9045,0.7519
daured1,xc:999956,xc_999956,12,2,58.09,60.04,2,0.9117,0.7507
daured1,xc:760658,xc_760658,4,0,7.42,7.72,8,0.9701,0.7464
daured1,xc:999956,xc_999956,17,0,74.12,81.06,2,0.9412,0.7447
daured1,xc:760658,xc_760658,9,0,12.99,13.29,8,1.0,0.6549
daured1,xc:760658,xc_760658,18,0,22.33,22.53,8,1.0,0.6526
daured1,xc:760658,xc_760658,11,0,17.14,17.44,8,1.0,0.6377
daured1,xc:918844,xc_918844,0,0,0.75,2.98,3,0.7631,0.6322
daured1,xc:457952,xc_457952,51,1,126.56,128.46,1,0.861,0.6203
daured1,xc:977650,xc_977650,13,2,11.11,11.67,5,0.9236,0.6064
daured1,xc:918844,xc_918844,11,4,52.41,53.53,3,1.0,0.5872
daured1,xc:918844,xc_918844,4,0,27.03,35.03,3,0.7312,0.5827
daured1,xc:977650,xc_977650,21,0,26.0,26.07,5,1.0,0.5662
daured1,xc:977650,xc_977650,14,1,12.67,12.74,5,1.0,0.5627
daured1,xc:977650,xc_977650,12,1,9.27,9.46,5,1.0,0.5584
daured1,xc:877985,xc_877985,12,0,49.41,51.0,4,1.0,0.5577
daured1,xc:977650,xc_977650,13,3,11.82,11.91,5,0.9062,0.5561
daured1,xc:918844,xc_918844,1,0,3.03,11.03,3,0.8191,0.5494
daured1,xc:760656,xc_760656,1,6,10.06,10.55,9,0.9446,0.5487
daured1,xc:877985,xc_877985,11,1,42.44,44.37,4,0.9893,0.5476
daured1,xc:877985,xc_877985,8,2,27.65,28.93,4,0.9034,0.5316
daured1,xc:877985,xc_877985,9,2,32.93,34.78,4,1.0,0.5205
daured1,xc:877985,xc_877985,4,0,8.35,9.17,4,0.9985,0.5183
daured1,xc:760656,xc_760656,2,2,12.03,14.63,9,0.9894,0.4722
daured1,xc:113350,xc_113350,4,9,16.96,17.45,10,1.0,0.4694
daured1,xc:113350,xc_113350,10,2,30.27,30.68,10,1.0,0.4586
daured1,xc:760656,xc_760656,11,1,46.31,46.86,9,0.9446,0.4545
daured1,xc:760656,xc_760656,1,2,7.45,7.93,9,1.0,0.4467
dusthr2,xc:893034,xc_893034,3,0,2.33,5.55,0,0.6103,0.8775
dusthr2,xc:893034,xc_893034,32,6,80.68,82.01,0,0.6887,0.8378
dusthr2,xc:893034,xc_893034,31,8,76.01,78.3,0,0.7725,0.8311
dusthr2,xc:708724,xc_708724,7,0,13.05,13.67,1,0.7372,0.8291
dusthr2,xc:893034,xc_893034,28,2,65.04,66.07,0,0.7689,0.819
dusthr2,xc:438228,xc_438228,7,0,9.34,9.92,2,0.9608,0.8024
dusthr2,xc:893034,xc_893034,26,2,57.33,59.11,0,0.6815,0.7887
dusthr2,xc:708724,xc_708724,3,0,6.81,7.41,1,0.7358,0.7409
dusthr2,xc:393463,xc_393463,10,1,38.28,38.77,4,1.0,0.7217
dusthr2,xc:438228,xc_438228,18,0,31.57,32.42,2,0.8969,0.7193
dusthr2,xc:393463,xc_393463,13,0,45.35,46.32,4,1.0,0.7181
dusthr2,xc:393463,xc_393463,2,9,8.58,10.41,4,1.0,0.7008
dusthr2,xc:708761,xc_708761,7,0,17.39,17.87,1,0.7958,0.6978
dusthr2,xc:115098,xc_115098,17,0,29.26,29.8,5,1.0,0.6908
dusthr2,xc:393463,xc_393463,17,0,57.32,58.4,4,1.0,0.686
dusthr2,xc:115098,xc_115098,1,2,3.78,4.32,5,1.0,0.6856
dusthr2,xc:115098,xc_115098,42,1,67.68,67.84,5,1.0,0.6837
dusthr2,xc:115098,xc_115098,9,2,13.62,13.74,5,1.0,0.6733
dusthr2,xc:115098,xc_115098,27,0,43.32,43.47,5,1.0,0.6728
dusthr2,xc:708761,xc_708761,27,1,47.67,48.34,1,0.8601,0.6585
dusthr2,xc:708724,xc_708724,6,0,10.89,11.73,1,0.7325,0.6535
dusthr2,xc:708724,xc_708724,4,0,9.04,9.51,1,0.7372,0.6452
dusthr2,xc:708761,xc_708761,15,0,30.25,31.03,1,1.0,0.6388
dusthr2,xc:438228,xc_438228,5,2,7.71,8.27,2,1.0,0.6362
dusthr2,xc:438228,xc_438228,19,0,33.18,33.87,2,1.0,0.6207
dusthr2,xc:675617,xc_675617,0,0,0.02,0.71,6,0.8569,0.619
dusthr2,xc:675169,xc_675169,9,0,10.86,11.74,6,0.6277,0.6179
dusthr2,xc:675617,xc_675617,2,5,12.38,12.8,6,1.0,0.6062
dusthr2,xc:675617,xc_675617,4,3,18.32,20.76,6,0.6943,0.6047
dusthr2,xc:675617,xc_675617,0,9,4.33,4.51,6,0.7394,0.6044
dusthr2,xc:675170,xc_675170,5,3,11.45,12.04,6,0.7272,0.6036
dusthr2,xc:675617,xc_675617,2,8,13.48,13.7,6,0.8854,0.5965
dusthr2,xc:708724,xc_708724,2,1,5.12,5.76,1,0.7372,0.5924
dusthr2,xc:675169,xc_675169,15,1,22.73,22.85,6,0.7375,0.5835
dusthr2,xc:675169,xc_675169,11,0,13.79,14.22,6,0.7487,0.5811
dusthr2,xc:393463,xc_393463,2,4,6.16,6.31,3,1.0,0.57
dusthr2,xc:675170,xc_675170,5,7,12.93,13.06,6,0.6901,0.5689
dusthr2,xc:676013,xc_676013,0,2,0.57,1.11,6,0.7272,0.5627
dusthr2,xc:675169,xc_675169,15,2,23.22,23.34,6,0.6802,0.5606
dusthr2,xc:675170,xc_675170,5,9,13.44,14.31,6,0.7132,0.5556
dusthr2,xc:675170,xc_675170,0,3,1.59,1.69,6,0.8165,0.5536
eurcoo,xc:1031905,xc_1031905,4,16,12.78,12.94,5,0.9438,0.7963
eurcoo,xc:761470,xc_761470,20,3,83.4,83.84,2,1.0,0.7568
eurcoo,xc:761470,xc_761470,2,1,11.88,13.0,0,1.0,0.7567
eurcoo,xc:1031905,xc_1031905,5,2,14.54,14.7,5,1.0,0.7348
eurcoo,xc:1031905,xc_1031905,5,0,13.32,13.61,5,1.0,0.7268
eurcoo,xc:761470,xc_761470,13,4,52.32,52.84,2,1.0,0.722
eurcoo,xc:761470,xc_761470,1,6,7.8,8.98,0,1.0,0.7118
eurcoo,xc:761470,xc_761470,8,5,29.51,30.11,0,1.0,0.7064
eurcoo,xc:1031905,xc_1031905,4,15,12.47,12.61,5,1.0,0.7015
eurcoo,xc:624808,xc_624808,11,0,28.81,28.9,6,1.0,0.6981
eurcoo,xc:1031905,xc_1031905,5,6,15.87,16.03,5,0.9449,0.689
eurcoo,xc:902431,xc_902431,12,3,26.2,26.9,5,0.8968,0.6666
eurcoo,xc:424005,xc_424005,7,10,26.32,26.93,4,1.0,0.6483
eurcoo,xc:624808,xc_624808,16,0,50.64,50.78,6,1.0,0.6478
eurcoo,xc:624808,xc_624808,8,0,23.33,23.46,6,1.0,0.6282
eurcoo,xc:624808,xc_624808,15,0,39.22,39.37,6,1.0,0.6162
eurcoo,xc:424005,xc_424005,5,11,18.31,19.63,4,1.0,0.6041
eurcoo,xc:631503,xc_631503,1,0,11.3,11.48,6,1.0,0.5757
eurcoo,xc:424005,xc_424005,7,5,23.7,24.75,4,1.0,0.5741
eurcoo,xc:624808,xc_624808,14,0,36.12,36.27,6,1.0,0.5732
eurcoo,xc:357835,xc_357835,14,0,39.16,43.29,7,0.5883,0.5627
eurcoo,xc:424005,xc_424005,2,9,7.37,7.57,3,1.0,0.559
eurcoo,xc:424005,xc_424005,5,5,14.32,16.04,4,1.0,0.551
eurcoo,xc:357835,xc_357835,12,1,33.41,36.1,7,0.5498,0.5435
eurcoo,xc:357835,xc_357835,13,1,36.63,39.08,7,0.5421,0.5402
eurcoo,xc:528641,xc_528641,3,2,2.57,2.68,7,0.5213,0.5325
eurcoo,xc:381908,xc_381908,1,6,6.95,7.59,4,0.949,0.5317
eurcoo,xc:357835,xc_357835,6,5,18.0,20.01,7,0.5883,0.5166
eurcoo,xc:357835,xc_357835,17,0,52.66,52.8,7,0.6521,0.4855
eurcoo,xc:528641,xc_528641,1,0,1.06,1.12,7,0.5213,0.475
eurcoo,xc:528641,xc_528641,8,0,6.96,7.05,7,0.5213,0.4734
eurcoo,xc:528641,xc_528641,12,1,10.96,11.07,7,0.5213,0.4636
eurcoo,xc:528641,xc_528641,11,0,10.24,10.34,7,0.5213,0.4602
eurwig,xc:113187,xc_113187,21,2,68.78,70.04,6,1.0,0.8697
eurwig,xc:113187,xc_113187,29,0,100.17,101.4,6,1.0,0.8663
eurwig,xc:113187,xc_113187,21,5,70.99,71.66,6,0.929,0.8582
eurwig,xc:113187,xc_113187,31,1,116.41,117.83,5,1.0,0.8553
eurwig,xc:113187,xc_113187,30,2,108.6,109.68,6,0.9834,0.8546
eurwig,xc:695704,xc_695704,8,0,12.56,12.95,3,0.9542,0.7413
eurwig,xc:266803,xc_266803,79,0,152.61,152.69,4,0.5206,0.6811
eurwig,xc:266803,xc_266803,82,0,154.41,154.51,4,0.6134,0.6807
eurwig,xc:684919,xc_684919,16,2,18.64,18.79,0,1.0,0.674
eurwig,xc:266803,xc_266803,93,0,177.0,177.08,4,0.4937,0.649
eurwig,xc:266803,xc_266803,103,3,186.63,186.73,4,0.6134,0.6385
eurwig,xc:266803,xc_266803,103,9,189.06,189.21,4,0.6134,0.6368
eurwig,xc:706792,xc_706792,1,1,2.52,2.98,1,1.0,0.5936
eurwig,xc:706792,xc_706792,2,5,7.19,7.69,1,1.0,0.5895
eurwig,xc:695704,xc_695704,11,0,19.88,20.25,3,0.9766,0.5864
eurwig,xc:695704,xc_695704,25,1,32.16,32.48,3,0.9766,0.584
eurwig,xc:706792,xc_706792,2,6,7.83,8.49,1,1.0,0.5832
eurwig,xc:695704,xc_695704,24,0,30.24,30.54,3,0.9724,0.5721
eurwig,xc:684919,xc_684919,8,0,8.25,8.34,0,1.0,0.5625
eurwig,xc:706795,xc_706795,2,4,13.04,13.11,1,0.6571,0.5506
eurwig,xc:706792,xc_706792,2,9,10.54,10.94,1,1.0,0.548
eurwig,xc:695704,xc_695704,6,1,8.43,8.56,2,1.0,0.5371
eurwig,xc:706792,xc_706792,2,8,9.15,10.36,1,1.0,0.5332
eurwig,xc:706795,xc_706795,2,3,12.9,12.98,1,0.7276,0.5291
eurwig,xc:684919,xc_684919,21,13,36.18,36.56,0,1.0,0.5241
eutspa,xc:629244,xc_629244,18,1,53.23,54.1,0,1.0,0.8674
eutspa,xc:629244,xc_629244,16,0,48.12,48.91,0,1.0,0.8662
eutspa,xc:629244,xc_629244,11,2,38.17,39.06,0,1.0,0.8611
eutspa,xc:358624,xc_358624,3,2,17.6,18.71,2,0.9673,0.8585
eutspa,xc:629244,xc_629244,18,3,54.75,55.39,0,1.0,0.8585
eutspa,xc:629244,xc_629244,11,1,36.83,37.85,0,1.0,0.8563
eutspa,xc:358624,xc_358624,13,0,49.2,51.5,2,1.0,0.8441
eutspa,xc:358624,xc_358624,4,6,26.27,26.77,2,1.0,0.8434
eutspa,xc:358624,xc_358624,2,3,10.6,11.0,2,0.9569,0.8349
eutspa,xc:358624,xc_358624,3,3,18.8,19.31,2,1.0,0.8339
eutspa,xc:155563,xc_155563,53,4,200.05,200.49,6,0.6616,0.8013
eutspa,xc:164536,xc_164536,7,1,15.14,15.38,4,0.8974,0.7499
eutspa,xc:155563,xc_155563,32,2,123.73,123.98,6,0.8232,0.7479
eutspa,xc:164536,xc_164536,36,3,79.97,80.26,4,1.0,0.7472
eutspa,xc:155563,xc_155563,52,5,192.35,192.69,6,0.7046,0.7421
eutspa,xc:155563,xc_155563,37,7,145.6,145.77,6,0.6592,0.7396
eutspa,xc:164536,xc_164536,6,0,13.53,13.95,4,1.0,0.7328
eutspa,xc:164536,xc_164536,18,1,47.56,47.83,4,1.0,0.7255
eutspa,xc:155563,xc_155563,48,9,169.81,169.98,6,0.7844,0.7195
eutspa,xc:164536,xc_164536,9,17,23.29,23.69,4,1.0,0.7147
eutspa,xc:341173,xc_341173,8,3,17.5,17.78,6,0.7054,0.7063
eutspa,xc:497883,xc_497883,16,0,118.76,124.81,3,1.0,0.649
eutspa,xc:497883,xc_497883,15,0,112.16,118.7,3,1.0,0.6377
eutspa,xc:497883,xc_497883,14,0,107.44,112.09,3,1.0,0.6348
eutspa,xc:185713,xc_185713,11,0,31.87,32.05,7,1.0,0.5977
