species_code,recording_id,safe_id,note_idx,onset,offset,best_source,purity,rms_best_source,duration,rms_rank,score,method
comsan,xc:686345,xc_686345,6,3.23,3.67,0,0.8839,0.1664523035287857,0.44,1.0,0.8839,bird-mixit
comsan,xc:1051594,xc_1051594,12,19.96,20.1,2,0.9999,0.10554061084985733,0.14,0.8823529411764706,0.882264705882353,bird-mixit
comsan,xc:798178,xc_798178,13,10.59,10.96,1,0.8821,0.007799176033586264,0.37,1.0,0.8821,bird-mixit
comsan,xc:938711,xc_938711,3,6.86,7.55,0,0.9606,0.002424337202683091,0.69,0.9166666666666666,0.8805499999999999,bird-mixit
comsan,xc:580687,xc_580687,26,25.18,29.63,0,0.9104,0.008160356432199478,4.45,0.9622641509433962,0.876045283018868,bird-mixit
comsan,xc:580687,xc_580687,30,32.71,34.39,0,0.9084,0.007942430675029755,1.68,0.9433962264150944,0.8569811320754717,bird-mixit
comsan,xc:743065,xc_743065,5,7.45,7.89,0,0.9982,0.16193124651908875,0.44,0.8421052631578947,0.8405894736842104,bird-mixit
comsan,xc:671980,xc_671980,6,3.26,4.21,0,0.9746,0.015704238787293434,0.95,0.8529411764705882,0.8312764705882353,bird-mixit
comsan,xc:839052,xc_839052,25,40.34,40.94,1,0.8268,0.027643680572509766,0.6,1.0,0.8268,bird-mixit
comsan,xc:599571,xc_599571,0,0.04,0.17,2,0.991,0.002306475769728422,0.13,0.8333333333333334,0.8258333333333333,bird-mixit
comsan,xc:1051594,xc_1051594,5,7.56,8.65,2,0.9997,0.10267478972673416,1.09,0.8235294117647058,0.8232823529411765,bird-mixit
comsan,xc:580687,xc_580687,40,42.74,44.4,0,0.8883,0.0072471764869987965,1.66,0.9245283018867925,0.8212584905660377,bird-mixit
comsan,xc:686345,xc_686345,9,5.85,5.97,0,0.8693,0.14325591921806335,0.12,0.9375,0.81496875,bird-mixit
comsan,xc:882521,xc_882521,10,3.03,3.1,3,0.8878,0.05117158964276314,0.07,0.9166666666666666,0.8138166666666666,bird-mixit
comsan,xc:839052,xc_839052,24,38.67,40.19,1,0.8996,0.010473301634192467,1.52,0.875,0.78715,bird-mixit
comsan,xc:743065,xc_743065,13,14.67,15.4,0,0.9958,0.13637593388557434,0.73,0.7894736842105263,0.7861578947368422,bird-mixit
comsan,xc:900380,xc_900380,0,0.25,1.07,0,0.7798,0.026767844334244728,0.82,1.0,0.7798,bird-mixit
comsan,xc:1042071,xc_1042071,25,18.75,18.93,0,0.7995,0.009347805753350258,0.18,0.9583333333333334,0.7661875,bird-mixit
comsan,xc:1051594,xc_1051594,14,20.83,20.91,2,1.0,0.09647630900144577,0.08,0.7647058823529411,0.7647058823529411,bird-mixit
comsan,xc:798178,xc_798178,20,21.62,29.62,2,0.9446,0.004033633507788181,8.0,0.8095238095238095,0.7646761904761905,bird-mixit
comsan,xc:839052,xc_839052,5,6.11,12.06,0,0.8386,0.011317833326756954,5.95,0.90625,0.75998125,bird-mixit
comsan,xc:798178,xc_798178,21,29.62,37.62,2,0.8372,0.0042437841184437275,8.0,0.9047619047619048,0.7574666666666667,bird-mixit
comsan,xc:798178,xc_798178,22,37.62,39.81,2,0.7882,0.004449743311852217,2.19,0.9523809523809523,0.7506666666666666,bird-mixit
comsan,xc:938711,xc_938711,0,2.37,3.24,0,0.8867,0.0017454280750826001,0.87,0.8333333333333334,0.7389166666666668,bird-mixit
comsan,xc:798178,xc_798178,18,20.48,21.09,2,0.9617,0.0036072672810405493,0.61,0.7619047619047619,0.7327238095238094,bird-mixit
comsan,xc:686345,xc_686345,14,7.61,7.69,0,0.8297,0.13357505202293396,0.08,0.875,0.7259875,bird-mixit
comsan,xc:1042071,xc_1042071,26,18.98,19.44,0,0.7725,0.00880847591906786,0.46,0.9166666666666666,0.7081249999999999,bird-mixit
comsan,xc:649693,xc_649693,1,3.2,4.0,0,0.7007,0.001466005458496511,0.8,1.0,0.7007,bird-mixit
comsan,xc:686345,xc_686345,12,6.78,7.04,0,0.8379,0.12602925300598145,0.26,0.8125,0.68079375,bird-mixit
comsan,xc:894340,xc_894340,3,1.31,1.4,3,0.7681,0.0033506390172988176,0.09,0.875,0.6720875,bird-mixit
comsan,xc:995987,xc_995987,2,1.7,1.78,2,0.9951,0.15881240367889404,0.08,0.6666666666666666,0.6634,bird-mixit
comsan,xc:938711,xc_938711,8,15.93,16.51,0,0.8522,0.001674132072366774,0.58,0.75,0.63915,bird-mixit
comsan,xc:882521,xc_882521,8,2.59,2.72,3,0.7653,0.03919889032840729,0.13,0.8333333333333334,0.63775,bird-mixit
comsan,xc:686345,xc_686345,13,7.18,7.27,0,0.843,0.12543252110481262,0.09,0.75,0.63225,bird-mixit
comsan,xc:599571,xc_599571,6,6.88,6.97,2,0.9475,0.002184444572776556,0.09,0.6666666666666666,0.6316666666666666,bird-mixit
comsan,xc:1042071,xc_1042071,10,8.53,8.74,0,0.7179,0.007323951926082373,0.21,0.875,0.6281625,bird-mixit
comsan,xc:894340,xc_894340,0,0.02,0.22,3,0.8313,0.0033496874384582043,0.2,0.75,0.623475,bird-mixit
comsan,xc:668902,xc_668902,1,15.93,16.42,0,0.6234,0.014956428669393063,0.49,1.0,0.6234,bird-mixit
comsan,xc:938711,xc_938711,2,6.69,6.81,0,0.9278,0.00149283476639539,0.12,0.6666666666666666,0.6185333333333333,bird-mixit
comsan,xc:1042071,xc_1042071,21,13.85,13.95,0,0.7307,0.007159778848290443,0.1,0.8333333333333334,0.6089166666666667,bird-mixit
comsan,xc:882521,xc_882521,2,0.89,1.01,3,0.7552,0.038462795317173004,0.12,0.75,0.5664,bird-mixit
comsan,xc:894340,xc_894340,1,0.38,0.52,3,0.8339,0.003311190055683255,0.14,0.625,0.5211875,bird-mixit
comsan,xc:900380,xc_900380,2,4.47,5.27,1,0.677,0.020849797874689102,0.8,0.75,0.50775,bird-mixit
comsan,xc:649693,xc_649693,3,5.96,6.06,2,0.7169,0.000939991616178304,0.1,0.6666666666666666,0.4779333333333333,bird-mixit
comsan,xc:882521,xc_882521,1,0.39,0.6,3,0.7119,0.033431004732847214,0.21,0.6666666666666666,0.47459999999999997,bird-mixit
comsan,xc:599571,xc_599571,2,5.71,6.06,2,0.8724,0.00203351816162467,0.35,0.5,0.4362,bird-mixit
daured1,xc:61977,xc_61977,1,8.02,14.91,0,0.9999,0.044329266995191574,6.89,1.0,0.9999,bird-mixit
daured1,xc:1052253,xc_1052253,58,30.34,30.53,1,0.9999,0.08554568141698837,0.19,1.0,0.9999,bird-mixit
daured1,xc:438628,xc_438628,26,45.73,45.93,0,0.9995,0.3904474675655365,0.2,1.0,0.9995,bird-mixit
daured1,xc:718401,xc_718401,24,29.15,31.76,0,0.9995,0.04285662993788719,2.61,1.0,0.9995,bird-mixit
daured1,xc:113350,xc_113350,53,35.27,36.91,0,0.9991,0.11977621912956238,1.64,1.0,0.9991,bird-mixit
daured1,xc:481491,xc_481491,4,9.72,11.2,0,0.9975,0.019888052716851234,1.48,1.0,0.9975,bird-mixit
daured1,xc:423316,xc_423316,15,10.99,12.21,0,0.9974,0.05573844909667969,1.22,1.0,0.9974,bird-mixit
daured1,xc:790686,xc_790686,63,34.26,34.35,1,0.997,0.002293661003932357,0.09,1.0,0.997,bird-mixit
daured1,xc:999956,xc_999956,134,165.43,166.57,0,0.9995,0.009178140200674534,1.14,0.9949238578680203,0.9944263959390863,bird-mixit
daured1,xc:999956,xc_999956,47,58.09,60.04,0,0.9937,0.013885165564715862,1.95,1.0,0.9937,bird-mixit
daured1,xc:977650,xc_977650,55,35.28,35.41,0,0.993,0.2260645478963852,0.13,1.0,0.993,bird-mixit
daured1,xc:760658,xc_760658,6,7.42,7.72,0,0.9865,0.046341583132743835,0.3,1.0,0.9865,bird-mixit
daured1,xc:1052253,xc_1052253,52,25.06,25.26,1,0.9999,0.07624679803848267,0.2,0.984375,0.9842765625000001,bird-mixit
daured1,xc:999956,xc_999956,161,192.5,194.55,0,0.9958,0.0078619085252285,2.05,0.9847715736040609,0.9806355329949238,bird-mixit
daured1,xc:999956,xc_999956,170,199.23,200.67,0,0.9979,0.007273003458976746,1.44,0.9796954314720813,0.9776380710659899,bird-mixit
daured1,xc:457952,xc_457952,5,4.65,6.18,0,0.9875,0.06473618745803833,1.53,0.99,0.9776250000000001,bird-mixit
daured1,xc:457952,xc_457952,63,59.56,61.05,0,0.9955,0.06263209134340286,1.49,0.98,0.9755900000000001,bird-mixit
daured1,xc:790686,xc_790686,38,21.9,22.19,1,0.9897,0.0021830613259226084,0.29,0.9833333333333333,0.973205,bird-mixit
daured1,xc:1052253,xc_1052253,57,29.03,29.36,1,0.9999,0.07233330607414246,0.33,0.96875,0.968653125,bird-mixit
daured1,xc:918844,xc_918844,26,63.29,64.99,0,0.9683,0.03255375474691391,1.7,1.0,0.9683,bird-mixit
daured1,xc:113350,xc_113350,41,27.06,29.25,0,0.9865,0.09657503664493561,2.19,0.9814814814814815,0.9682314814814815,bird-mixit
daured1,xc:999956,xc_999956,183,209.83,211.8,0,0.992,0.006587152369320393,1.97,0.9746192893401016,0.9668223350253807,bird-mixit
daured1,xc:457952,xc_457952,38,36.86,38.14,0,0.9955,0.06142733246088028,1.28,0.97,0.965635,bird-mixit
daured1,xc:194873,xc_194873,2,16.02,24.02,0,0.9607,0.024171555414795876,8.0,1.0,0.9607,bird-mixit
daured1,xc:113350,xc_113350,12,7.26,9.83,0,0.9961,0.09178435802459717,2.57,0.9629629629629629,0.9592074074074073,bird-mixit
daured1,xc:457952,xc_457952,43,40.63,42.33,0,0.9979,0.06136586517095566,1.7,0.96,0.957984,bird-mixit
daured1,xc:760658,xc_760658,4,3.79,4.14,0,0.9793,0.03396008163690567,0.35,0.9736842105263158,0.953528947368421,bird-mixit
daured1,xc:1052253,xc_1052253,59,32.37,32.55,1,0.9998,0.06921505182981491,0.18,0.953125,0.952934375,bird-mixit
daured1,xc:718401,xc_718401,13,17.27,20.01,0,0.991,0.042408160865306854,2.74,0.9615384615384616,0.9528846153846154,bird-mixit
daured1,xc:918844,xc_918844,23,56.38,57.86,0,0.9885,0.029932761564850807,1.48,0.9629629629629629,0.9518888888888889,bird-mixit
daured1,xc:438628,xc_438628,31,53.76,54.05,0,0.9717,0.3683529496192932,0.29,0.9791666666666666,0.95145625,bird-mixit
daured1,xc:457952,xc_457952,57,52.17,53.97,0,0.998,0.05474068224430084,1.8,0.95,0.9480999999999999,bird-mixit
daured1,xc:423316,xc_423316,14,7.75,8.98,0,0.9951,0.05287123844027519,1.23,0.9444444444444444,0.9398166666666666,bird-mixit
daured1,xc:807179,xc_807179,25,16.62,17.5,0,0.9389,0.01705232635140419,0.88,1.0,0.9389,bird-mixit
daured1,xc:438628,xc_438628,24,43.05,43.29,0,0.9999,0.3119548559188843,0.24,0.9375,0.93740625,bird-mixit
daured1,xc:113350,xc_113350,28,19.6,21.52,0,0.9924,0.08957398682832718,1.92,0.9444444444444444,0.9372666666666666,bird-mixit
daured1,xc:1052253,xc_1052253,12,5.72,6.06,1,0.9984,0.06383718550205231,0.34,0.9375,0.9359999999999999,bird-mixit
daured1,xc:790686,xc_790686,42,23.36,23.55,0,0.9848,0.0018793336348608136,0.19,0.95,0.93556,bird-mixit
daured1,xc:877986,xc_877986,37,21.81,24.38,2,0.9909,0.014143803156912327,2.57,0.9428571428571428,0.9342771428571428,bird-mixit
daured1,xc:835735,xc_835735,6,7.45,8.15,0,0.9803,0.052780602127313614,0.7,0.9444444444444444,0.9258388888888888,bird-mixit
daured1,xc:718401,xc_718401,26,32.49,36.34,0,0.9993,0.0410434789955616,3.85,0.9230769230769231,0.9224307692307693,bird-mixit
daured1,xc:113350,xc_113350,1,0.65,2.51,0,0.996,0.08655776083469391,1.86,0.9259259259259259,0.9222222222222223,bird-mixit
daured1,xc:790686,xc_790686,65,34.85,35.05,0,0.9871,0.0013539043720811605,0.2,0.9333333333333333,0.9212933333333333,bird-mixit
daured1,xc:835735,xc_835735,4,5.59,6.29,0,0.9208,0.07518894970417023,0.7,1.0,0.9208,bird-mixit
daured1,xc:481491,xc_481491,2,0.72,1.94,0,0.9973,0.018391141667962074,1.22,0.9230769230769231,0.9205846153846154,bird-mixit
daured1,xc:760658,xc_760658,13,14.95,15.25,0,0.9698,0.03269432485103607,0.3,0.9473684210526315,0.918757894736842,bird-mixit
daured1,xc:977650,xc_977650,27,12.67,12.74,1,0.9437,0.030956275761127472,0.07,0.9714285714285714,0.9167371428571428,bird-mixit
daured1,xc:438628,xc_438628,27,47.53,47.73,0,0.9999,0.3112853467464447,0.2,0.9166666666666666,0.916575,bird-mixit
daured1,xc:760656,xc_760656,38,26.29,26.73,3,0.9402,0.022522184997797012,0.44,0.971830985915493,0.9137154929577466,bird-mixit
daured1,xc:877986,xc_877986,2,2.05,2.44,0,0.9106,0.0210525281727314,0.39,1.0,0.9106,bird-mixit
daured1,xc:790686,xc_790686,55,30.53,30.63,1,0.9891,0.0012847514590248466,0.1,0.9166666666666666,0.9066749999999999,bird-mixit
daured1,xc:760656,xc_760656,15,10.06,10.55,0,0.9136,0.02323402836918831,0.49,0.9859154929577465,0.9007323943661971,bird-mixit
daured1,xc:438628,xc_438628,25,44.06,44.29,0,0.9999,0.3105264902114868,0.23,0.8958333333333334,0.8957437500000001,bird-mixit
daured1,xc:760656,xc_760656,28,18.66,19.19,0,0.931,0.022301753982901573,0.53,0.9577464788732394,0.8916619718309859,bird-mixit
daured1,xc:877985,xc_877985,28,35.79,35.88,2,0.9997,0.007915607653558254,0.09,0.8888888888888888,0.8886222222222222,bird-mixit
daured1,xc:977650,xc_977650,71,42.99,43.2,0,0.8984,0.03881564363837242,0.21,0.9857142857142858,0.8855657142857143,bird-mixit
daured1,xc:423316,xc_423316,17,15.38,16.73,0,0.9949,0.04066912829875946,1.35,0.8888888888888888,0.8843555555555556,bird-mixit
daured1,xc:718401,xc_718401,0,0.02,2.17,0,0.9997,0.03938422352075577,2.15,0.8846153846153846,0.88435,bird-mixit
daured1,xc:760658,xc_760658,41,34.24,34.45,0,0.9427,0.03135714307427406,0.21,0.9210526315789473,0.8682763157894736,bird-mixit
daured1,xc:877985,xc_877985,30,37.18,37.36,2,0.9997,0.007842857390642166,0.18,0.8666666666666667,0.8664066666666668,bird-mixit
daured1,xc:807179,xc_807179,4,2.66,2.88,1,0.9812,0.011096766218543053,0.22,0.8809523809523809,0.8643904761904762,bird-mixit
daured1,xc:877986,xc_877986,5,2.98,4.01,0,0.8888,0.017120322212576866,1.03,0.9714285714285714,0.8634057142857143,bird-mixit
daured1,xc:760658,xc_760658,14,17.14,17.44,0,0.9631,0.03131773695349693,0.3,0.8947368421052632,0.8617210526315789,bird-mixit
daured1,xc:977650,xc_977650,32,18.09,18.17,1,0.9122,0.027845332399010658,0.08,0.9428571428571428,0.8600742857142857,bird-mixit
daured1,xc:977650,xc_977650,12,7.28,7.4,0,0.8956,0.028563907369971275,0.12,0.9571428571428572,0.8572171428571429,bird-mixit
daured1,xc:807179,xc_807179,21,14.48,14.75,2,0.9988,0.010889614000916481,0.27,0.8571428571428571,0.8561142857142857,bird-mixit
daured1,xc:877986,xc_877986,36,20.16,21.76,2,0.9596,0.0087492186576128,1.6,0.8857142857142857,0.8499314285714286,bird-mixit
daured1,xc:718401,xc_718401,10,14.03,16.35,0,0.9997,0.03911139443516731,2.32,0.8461538461538461,0.8459,bird-mixit
daured1,xc:481491,xc_481491,9,16.06,16.53,0,0.9939,0.012652859091758728,0.47,0.8461538461538461,0.8409923076923077,bird-mixit
daured1,xc:760656,xc_760656,37,25.09,26.21,3,0.914,0.018434327095746994,1.12,0.9154929577464789,0.8367605633802817,bird-mixit
daured1,xc:807179,xc_807179,23,15.07,15.63,2,0.9224,0.011474451050162315,0.56,0.9047619047619048,0.8345523809523809,bird-mixit
daured1,xc:835735,xc_835735,5,6.43,7.37,2,0.9999,0.04657682031393051,0.94,0.8333333333333334,0.83325,bird-mixit
daured1,xc:918844,xc_918844,6,43.03,45.07,0,0.8993,0.026674730703234673,2.04,0.9259259259259259,0.8326851851851852,bird-mixit
daured1,xc:423316,xc_423316,20,19.88,21.33,0,0.9928,0.039958588778972626,1.45,0.8333333333333334,0.8273333333333334,bird-mixit
daured1,xc:877986,xc_877986,33,18.86,19.12,2,0.998,0.00796113908290863,0.26,0.8285714285714286,0.8269142857142857,bird-mixit
dusthr2,xc:675170,xc_675170,35,15.48,15.79,2,0.9998,0.18676598370075226,0.31,1.0,0.9998,bird-mixit
dusthr2,xc:393463,xc_393463,49,24.51,24.96,0,0.9998,0.04077906161546707,0.45,1.0,0.9998,bird-mixit
dusthr2,xc:115098,xc_115098,70,49.92,50.54,0,0.9998,0.07745681703090668,0.62,1.0,0.9998,bird-mixit
dusthr2,xc:727839,xc_727839,0,1.53,1.98,0,0.9994,0.07939977198839188,0.45,1.0,0.9994,bird-mixit
dusthr2,xc:985927,xc_985927,16,12.41,12.89,0,0.9993,0.05238724127411842,0.48,1.0,0.9993,bird-mixit
dusthr2,xc:438228,xc_438228,13,9.34,9.92,0,0.9989,0.07269217073917389,0.58,1.0,0.9989,bird-mixit
dusthr2,xc:708724,xc_708724,17,13.05,13.67,0,0.9986,0.07238930463790894,0.62,1.0,0.9986,bird-mixit
dusthr2,xc:542133,xc_542133,9,5.82,6.9,0,0.9985,0.11847181618213654,1.08,1.0,0.9985,bird-mixit
dusthr2,xc:893034,xc_893034,19,17.45,17.92,1,0.9959,0.04014863073825836,0.47,1.0,0.9959,bird-mixit
dusthr2,xc:393463,xc_393463,66,33.25,33.47,0,0.9999,0.04038388282060623,0.22,0.990990990990991,0.9908918918918919,bird-mixit
dusthr2,xc:893034,xc_893034,15,14.62,15.12,1,0.9976,0.039939723908901215,0.5,0.9908256880733946,0.9884477064220184,bird-mixit
dusthr2,xc:675617,xc_675617,14,6.84,7.01,0,0.9846,0.12690487504005432,0.17,1.0,0.9846,bird-mixit
dusthr2,xc:708761,xc_708761,53,47.67,48.34,0,0.9823,0.018695896491408348,0.67,1.0,0.9823,bird-mixit
dusthr2,xc:393463,xc_393463,93,47.9,48.22,0,0.9998,0.03858453035354614,0.32,0.9819819819819819,0.9817855855855856,bird-mixit
dusthr2,xc:893034,xc_893034,26,22.96,23.39,1,0.9983,0.03934967517852783,0.43,0.981651376146789,0.9799825688073394,bird-mixit
dusthr2,xc:790461,xc_790461,24,26.05,27.02,0,0.9769,0.010062923654913902,0.97,1.0,0.9769,bird-mixit
dusthr2,xc:115098,xc_115098,48,36.17,36.63,0,0.9878,0.0727948546409607,0.46,0.9882352941176471,0.9761788235294118,bird-mixit
dusthr2,xc:115098,xc_115098,4,1.82,2.38,0,0.9997,0.062181681394577026,0.56,0.9764705882352941,0.9761776470588235,bird-mixit
dusthr2,xc:393463,xc_393463,75,38.28,38.77,0,0.9993,0.036180973052978516,0.49,0.972972972972973,0.9722918918918919,bird-mixit
dusthr2,xc:438228,xc_438228,33,31.57,32.42,0,0.9985,0.05523112043738365,0.85,0.9722222222222222,0.970763888888889,bird-mixit
dusthr2,xc:790461,xc_790461,33,32.56,32.97,0,0.9999,0.009992198087275028,0.41,0.9696969696969697,0.9696,bird-mixit
dusthr2,xc:675617,xc_675617,2,1.3,1.47,0,0.9787,0.12377623468637466,0.17,0.98989898989899,0.9688141414141415,bird-mixit
dusthr2,xc:893034,xc_893034,33,27.51,28.18,1,0.9957,0.033990174531936646,0.67,0.9724770642201835,0.9682954128440368,bird-mixit
dusthr2,xc:115098,xc_115098,90,69.28,69.98,0,0.9992,0.06094386801123619,0.7,0.9647058823529412,0.9639341176470588,bird-mixit
dusthr2,xc:393463,xc_393463,76,38.96,39.18,0,0.9997,0.03481917455792427,0.22,0.963963963963964,0.9636747747747748,bird-mixit
dusthr2,xc:708761,xc_708761,29,30.25,31.03,0,0.9823,0.018375160172581673,0.78,0.98,0.9626539999999999,bird-mixit
dusthr2,xc:675617,xc_675617,28,12.38,12.8,0,0.9822,0.12113594263792038,0.42,0.9797979797979798,0.9623575757575757,bird-mixit
dusthr2,xc:268111,xc_268111,37,23.94,24.12,2,0.9888,0.0782853364944458,0.18,0.9722222222222222,0.9613333333333334,bird-mixit
dusthr2,xc:268111,xc_268111,36,22.97,23.85,2,0.9596,0.08218366652727127,0.88,1.0,0.9596,bird-mixit
dusthr2,xc:811955,xc_811955,6,9.9,12.29,0,0.9556,0.0328315794467926,2.39,1.0,0.9556,bird-mixit
dusthr2,xc:893034,xc_893034,39,35.38,35.79,1,0.9989,0.02209138497710228,0.41,0.9541284403669725,0.9530788990825688,bird-mixit
dusthr2,xc:115098,xc_115098,47,35.59,36.09,0,0.9997,0.0527617447078228,0.5,0.9529411764705882,0.952655294117647,bird-mixit
dusthr2,xc:675617,xc_675617,39,17.43,17.97,0,0.9809,0.1211172491312027,0.54,0.9696969696969697,0.9511757575757576,bird-mixit
dusthr2,xc:674779,xc_674779,0,0.02,3.93,3,0.9457,0.027075940743088722,3.91,1.0,0.9457,bird-mixit
dusthr2,xc:708761,xc_708761,12,17.39,17.87,0,0.9846,0.01665637455880642,0.48,0.96,0.945216,bird-mixit
dusthr2,xc:676013,xc_676013,2,0.57,1.11,3,0.9421,0.059235017746686935,0.54,1.0,0.9421,bird-mixit
dusthr2,xc:708724,xc_708724,14,9.04,9.51,0,0.9942,0.03634999692440033,0.47,0.9473684210526315,0.9418736842105262,bird-mixit
dusthr2,xc:675617,xc_675617,15,7.18,7.35,0,0.9813,0.1199764832854271,0.17,0.9595959595959596,0.941651515151515,bird-mixit
dusthr2,xc:438228,xc_438228,28,28.88,29.28,0,0.9957,0.03504284843802452,0.4,0.9444444444444444,0.9403833333333333,bird-mixit
dusthr2,xc:985927,xc_985927,13,7.79,8.33,0,0.9987,0.02710012160241604,0.54,0.9411764705882353,0.9399529411764707,bird-mixit
dusthr2,xc:790461,xc_790461,35,36.6,36.99,0,0.9999,0.009784266352653503,0.39,0.9393939393939394,0.9393,bird-mixit
dusthr2,xc:675169,xc_675169,20,13.79,14.22,0,0.9937,0.053649209439754486,0.43,0.9428571428571428,0.9369171428571429,bird-mixit
dusthr2,xc:675170,xc_675170,32,14.42,14.55,0,0.9959,0.07237303256988525,0.13,0.9393939393939394,0.9355424242424243,bird-mixit
dusthr2,xc:675169,xc_675169,10,7.1,7.67,0,0.9595,0.07401089370250702,0.57,0.9714285714285714,0.9320857142857143,bird-mixit
dusthr2,xc:438228,xc_438228,34,33.18,33.87,0,0.9957,0.03453488647937775,0.69,0.9166666666666666,0.912725,bird-mixit
dusthr2,xc:268111,xc_268111,13,7.58,7.74,2,0.9898,0.04866733402013779,0.16,0.9166666666666666,0.9073166666666667,bird-mixit
dusthr2,xc:790461,xc_790461,11,13.58,14.61,0,0.9906,0.007000121753662825,1.03,0.9090909090909091,0.9005454545454545,bird-mixit
dusthr2,xc:979887,xc_979887,4,5.52,5.75,1,0.8994,0.06924600899219513,0.23,1.0,0.8994,bird-mixit
dusthr2,xc:708724,xc_708724,6,3.73,4.18,0,0.9929,0.02657504938542843,0.45,0.8947368421052632,0.8883842105263158,bird-mixit
dusthr2,xc:674779,xc_674779,7,8.0,9.62,3,0.9981,0.025651779025793076,1.62,0.8888888888888888,0.8872,bird-mixit
dusthr2,xc:438228,xc_438228,11,7.71,8.27,0,0.9934,0.031212175264954567,0.56,0.8888888888888888,0.8830222222222222,bird-mixit
dusthr2,xc:985927,xc_985927,1,0.47,1.24,0,0.993,0.024185411632061005,0.77,0.8823529411764706,0.8761764705882352,bird-mixit
dusthr2,xc:675170,xc_675170,34,15.01,15.11,2,0.9928,0.05812041088938713,0.1,0.8787878787878788,0.872460606060606,bird-mixit
dusthr2,xc:979887,xc_979887,0,1.12,1.48,1,0.9109,0.06861136108636856,0.36,0.9565217391304348,0.8712956521739131,bird-mixit
dusthr2,xc:268111,xc_268111,12,7.34,7.5,2,0.9181,0.049068011343479156,0.16,0.9444444444444444,0.8670944444444445,bird-mixit
dusthr2,xc:790461,xc_790461,3,3.61,4.43,1,0.975,0.004263537935912609,0.82,0.8787878787878788,0.8568181818181818,bird-mixit
dusthr2,xc:542133,xc_542133,1,1.15,1.6,1,0.9136,0.0646325945854187,0.45,0.9375,0.8564999999999999,bird-mixit
dusthr2,xc:708761,xc_708761,7,6.46,6.52,2,0.9695,0.005421165376901627,0.06,0.88,0.85316,bird-mixit
dusthr2,xc:675169,xc_675169,24,18.34,18.66,0,0.9884,0.03647579997777939,0.32,0.8571428571428571,0.8472,bird-mixit
dusthr2,xc:708761,xc_708761,22,26.59,27.02,0,0.9012,0.00957255158573389,0.43,0.94,0.847128,bird-mixit
dusthr2,xc:675170,xc_675170,31,13.44,14.31,0,0.9921,0.05789261683821678,0.87,0.8484848484848485,0.8417818181818182,bird-mixit
dusthr2,xc:675169,xc_675169,22,15.42,16.6,0,0.8277,0.13477054238319397,1.18,1.0,0.8277,bird-mixit
dusthr2,xc:676013,xc_676013,13,6.16,7.01,3,0.934,0.03088011033833027,0.85,0.8823529411764706,0.8241176470588235,bird-mixit
dusthr2,xc:979887,xc_979887,11,13.38,13.55,0,0.9025,0.06757462024688721,0.17,0.9130434782608695,0.8240217391304347,bird-mixit
dusthr2,xc:985927,xc_985927,15,10.12,10.61,0,0.9968,0.02244357019662857,0.49,0.8235294117647058,0.8208941176470588,bird-mixit
dusthr2,xc:675169,xc_675169,31,22.5,22.61,0,0.9907,0.03499128296971321,0.11,0.8285714285714286,0.8208657142857143,bird-mixit
dusthr2,xc:979887,xc_979887,16,16.48,16.55,2,0.9897,0.029849110171198845,0.07,0.8260869565217391,0.8175782608695652,bird-mixit
dusthr2,xc:811955,xc_811955,8,14.18,14.81,0,0.9887,0.024718454107642174,0.63,0.8181818181818182,0.8089363636363637,bird-mixit
dusthr2,xc:268111,xc_268111,14,7.83,9.53,2,0.9037,0.038839761167764664,1.7,0.8888888888888888,0.8032888888888888,bird-mixit
dusthr2,xc:675170,xc_675170,33,14.6,14.94,2,0.8273,0.07944947481155396,0.34,0.9696969696969697,0.8022303030303031,bird-mixit
dusthr2,xc:542133,xc_542133,8,5.51,5.65,0,0.9793,0.030995143577456474,0.14,0.8125,0.79568125,bird-mixit
dusthr2,xc:811955,xc_811955,0,2.93,5.72,0,0.87,0.028518609702587128,2.79,0.9090909090909091,0.7909090909090909,bird-mixit
dusthr2,xc:674779,xc_674779,5,6.17,6.57,3,0.9983,0.02540513314306736,0.4,0.7777777777777778,0.7764555555555556,bird-mixit
dusthr2,xc:979887,xc_979887,24,21.01,21.4,2,0.9901,0.02753174677491188,0.39,0.782608695652174,0.7748608695652174,bird-mixit
dusthr2,xc:708724,xc_708724,10,6.81,7.41,0,0.9199,0.02635871060192585,0.6,0.8421052631578947,0.7746526315789474,bird-mixit
eurcoo,xc:651221,xc_651221,5,2.63,2.92,0,0.9999,0.09081315249204636,0.29,1.0,0.9999,bird-mixit
eurcoo,xc:761470,xc_761470,1,0.8,1.04,0,0.9995,0.052240319550037384,0.24,1.0,0.9995,bird-mixit
eurcoo,xc:902431,xc_902431,47,21.14,21.29,0,0.9992,0.12383490055799484,0.15,1.0,0.9992,bird-mixit
eurcoo,xc:424005,xc_424005,93,51.32,51.39,2,0.999,0.0887598842382431,0.07,1.0,0.999,bird-mixit
eurcoo,xc:785980,xc_785980,0,0.02,8.02,2,0.9962,0.032900359481573105,8.0,1.0,0.9962,bird-mixit
eurcoo,xc:528641,xc_528641,10,6.96,7.05,3,0.9958,0.015052925795316696,0.09,1.0,0.9958,bird-mixit
eurcoo,xc:761470,xc_761470,30,25.04,25.56,0,0.9995,0.047814320772886276,0.52,0.9896907216494846,0.9891958762886599,bird-mixit
eurcoo,xc:902431,xc_902431,62,27.65,28.14,0,0.997,0.1007433757185936,0.49,0.9875,0.9845375000000001,bird-mixit
